DRUGBANK_ID	NAMESPACE	ID	SOURCE
DB11891	CHEBML	CHEMBL3622533	drugbank
DB11892	CHEBI	32071	drugbank
DB11892	CHEBML	CHEMBL422648	drugbank
DB11893	CHEBML	CHEMBL1090771	drugbank
DB11894	CHEBML	CHEMBL3545280	drugbank
DB11896	CHEBML	CHEMBL592445	drugbank
DB11898	CHEBI	50992	drugbank
DB11898	CHEBML	CHEMBL85398	drugbank
DB11899	CHEBML	CHEMBL2386889	drugbank
DB11900	CHEBML	CHEMBL560993	drugbank
DB11901	CHEBML	CHEMBL3183409	drugbank
DB11902	CHEBML	CHEMBL1928262	drugbank
DB11903	CHEBML	CHEMBL225411	drugbank
DB11904	CHEBML	CHEMBL3545413	drugbank
DB11905	CHEBML	CHEMBL288149	drugbank
DB11906	CHEBML	CHEMBL262747	drugbank
DB11907	CHEBML	CHEMBL3545308	drugbank
DB11909	CHEBML	CHEMBL148674	drugbank
DB11910	CHEBML	CHEMBL476323	drugbank
DB11911	CHEBI	137064	drugbank
DB11911	CHEBML	CHEMBL2364611	drugbank
DB11912	CHEBML	CHEMBL3301608	drugbank
DB11913	CHEBML	CHEMBL362558	drugbank
DB11915	CHEBML	CHEMBL2364639	drugbank
DB11917	CHEBML	CHEMBL1812161	drugbank
DB11918	CHEBML	CHEMBL3544916	drugbank
DB11919	CHEBML	CHEMBL407874	drugbank
DB11920	CHEBML	CHEMBL448343	drugbank
DB11921	CHEBI	135720	drugbank
DB11921	CHEBML	CHEMBL1201891	drugbank
DB11922	CHEBML	CHEMBL3039531	drugbank
DB11923	CHEBML	CHEMBL3301593	drugbank
DB11924	CHEBML	CHEMBL1442934	drugbank
DB11925	CHEBML	CHEMBL2336325	drugbank
DB11932	CHEBML	CHEMBL2205807	drugbank
DB11933	CHEBI	62881	drugbank
DB11933	CHEBML	CHEMBL452867	drugbank
DB11934	CHEBML	CHEMBL2037511	drugbank
DB11935	CHEBI	135813	chebi
DB11935	CHEBI	135813	drugbank
DB11935	CHEBML	CHEMBL15413	drugbank
DB11936	CHEBML	CHEMBL3545313	drugbank
DB11937	CHEBI	18344	drugbank
DB11937	CHEBML	CHEMBL299155	drugbank
DB11938	CHEBML	CHEMBL3989915	drugbank
DB11940	CHEBML	CHEMBL231616	drugbank
DB11941	CHEBML	CHEMBL2110587	drugbank
DB11942	CHEBML	CHEMBL3545185	drugbank
DB11943	CHEBML	CHEMBL2105637	drugbank
DB11946	CHEBML	CHEMBL1914489	drugbank
DB11947	CHEBML	CHEMBL596802	drugbank
DB11948	CHEBI	10429	drugbank
DB11948	CHEBML	CHEMBL15192	drugbank
DB11949	CHEBML	CHEMBL522987	drugbank
DB11950	CHEBI	136042	drugbank
DB11950	CHEBML	CHEMBL2147777	drugbank
DB11951	CHEBML	CHEMBL3545367	drugbank
DB11952	CHEBI	131169	drugbank
DB11952	CHEBML	CHEMBL3039502	drugbank
DB11953	CHEBML	CHEMBL2179105	drugbank
DB11954	CHEBML	CHEMBL3039503	drugbank
DB11956	CHEBI	141530	chebi
DB11956	CHEBI	141530	drugbank
DB11956	CHEBML	CHEMBL270515	drugbank
DB11957	CHEBML	CHEMBL3286580	drugbank
DB11958	CHEBI	94562	drugbank
DB11958	CHEBML	CHEMBL377300	drugbank
DB11960	CHEBML	CHEMBL95431	drugbank
DB11962	CHEBML	CHEMBL3544966	drugbank
DB11963	CHEBI	132268	drugbank
DB11963	CHEBML	CHEMBL2110732	drugbank
DB11964	CHEBI	135544	drugbank
DB11964	CHEBML	CHEMBL2106370	drugbank
DB11965	CHEBML	CHEMBL16498	drugbank
DB11966	CHEBML	CHEMBL1209734	drugbank
DB11967	CHEBI	145371	chebi
DB11967	CHEBI	145371	drugbank
DB11967	CHEBML	CHEMBL3187723	drugbank
DB11968	CHEBML	CHEMBL3696475	drugbank
DB11969	CHEBML	CHEMBL3137336	drugbank
DB11971	CHEBML	CHEMBL3989936	drugbank
DB11973	CHEBML	CHEMBL3544983	drugbank
DB11974	CHEBML	CHEMBL1234354	drugbank
DB11975	CHEBML	CHEMBL3924151	drugbank
DB11977	CHEBML	CHEMBL3039525	drugbank
DB11978	CHEBI	145428	chebi
DB11978	CHEBI	145428	drugbank
DB11978	CHEBML	CHEMBL2043437	drugbank
DB11979	CHEBML	CHEMBL1208155	drugbank
DB11981	CHEBML	CHEMBL3833370	drugbank
DB11982	CHEBML	CHEMBL3330650	drugbank
DB11984	CHEBML	CHEMBL1095032	drugbank
DB11986	CHEBML	CHEMBL1983268	drugbank
DB11989	CHEBI	133833	drugbank
DB11989	CHEBML	CHEMBL110	drugbank
DB11991	CHEBML	CHEMBL2103884	drugbank
DB11992	CHEBI	134735	drugbank
DB11992	CHEBML	CHEMBL2105762	drugbank
DB11993	CHEBML	CHEMBL563251	drugbank
DB11994	CHEBI	94708	drugbank
DB11994	CHEBML	CHEMBL41286	drugbank
DB11995	CHEBML	CHEMBL2103883	drugbank
DB11996	CHEBI	135870	drugbank
DB11996	CHEBML	CHEMBL156025	drugbank
DB11998	CHEBI	32152	drugbank
DB11998	CHEBML	CHEMBL70046	drugbank
DB11999	CHEBML	CHEMBL68117	drugbank
DB12000	CHEBML	CHEMBL2393130	drugbank
DB12001	CHEBML	CHEMBL3301610	drugbank
DB12004	CHEBML	CHEMBL1206245	drugbank
DB12005	CHEBML	CHEMBL1770916	drugbank
DB12006	CHEBI	131164	drugbank
DB12007	CHEBI	18220	drugbank
DB12007	CHEBML	CHEMBL366460	drugbank
DB12008	CHEBML	CHEMBL3544911	drugbank
DB12009	CHEBML	CHEMBL364804	drugbank
DB12010	CHEBML	CHEMBL2103830	drugbank
DB12011	CHEBML	CHEMBL3137332	drugbank
DB12012	CHEBML	CHEMBL1651534	drugbank
DB12013	CHEBML	CHEMBL3137313	drugbank
DB12015	CHEBI	93752	drugbank
DB12015	CHEBML	CHEMBL2396661	drugbank
DB12016	CHEBML	CHEMBL1096146	drugbank
DB12017	CHEBI	134938	drugbank
DB12017	CHEBML	CHEMBL11662	drugbank
DB12019	CHEBML	CHEMBL2107787	drugbank
DB12020	CHEBML	CHEMBL1257073	drugbank
DB12021	CHEBI	95060	drugbank
DB12021	CHEBML	CHEMBL2103840	drugbank
DB12022	CHEBML	CHEMBL563646	drugbank
DB12024	CHEBML	CHEMBL3286797	drugbank
DB12025	CHEBI	9747	drugbank
DB12025	CHEBML	CHEMBL463763	drugbank
DB12026	CHEBML	CHEMBL3707372	drugbank
DB12027	CHEBML	CHEMBL2137530	drugbank
DB12028	CHEBI	472552	drugbank
DB12028	CHEBML	CHEMBL222280	drugbank
DB12029	CHEBI	16112	drugbank
DB12029	CHEBML	CHEMBL284616	drugbank
DB12032	CHEBML	CHEMBL593430	drugbank
DB12035	CHEBML	CHEMBL2364632	drugbank
DB12036	CHEBML	CHEMBL3663929	drugbank
DB12037	CHEBML	CHEMBL2013174	drugbank
DB12039	CHEBI	90	drugbank
DB12039	CHEBML	CHEMBL583912	drugbank
DB12041	CHEBML	CHEMBL2103876	drugbank
DB12042	CHEBML	CHEMBL266125	drugbank
DB12044	CHEBML	CHEMBL1933349	drugbank
DB12045	CHEBML	CHEMBL562967	drugbank
DB12046	CHEBML	CHEMBL2103856	drugbank
DB12047	CHEBML	CHEMBL2103879	drugbank
DB12048	CHEBML	CHEMBL3334567	drugbank
DB12049	CHEBML	CHEMBL2107328	drugbank
DB12050	CHEBML	CHEMBL2338397	drugbank
DB12051	CHEBML	CHEMBL1076263	drugbank
DB12052	CHEBI	78420	drugbank
DB12052	CHEBML	CHEMBL553204	drugbank
DB12054	CHEBI	2965	drugbank
DB12054	CHEBML	CHEMBL314691	drugbank
DB12059	CHEBML	CHEMBL3337527	drugbank
DB12060	CHEBML	CHEMBL3526802	drugbank
DB12061	CHEBML	CHEMBL2103832	drugbank
DB12062	CHEBML	CHEMBL1233528	drugbank
DB12063	CHEBML	CHEMBL2068839	drugbank
DB12064	CHEBI	91409	drugbank
DB12064	CHEBML	CHEMBL460702	drugbank
DB12065	CHEBML	CHEMBL3121539	drugbank
DB12066	CHEBML	CHEMBL1921976	drugbank
DB12067	CHEBML	CHEMBL602070	drugbank
DB12069	CHEBML	CHEMBL2105750	drugbank
DB12070	CHEBML	CHEMBL1241951	drugbank
DB12071	CHEBML	CHEMBL2110670	drugbank
DB12072	CHEBML	CHEMBL274654	drugbank
DB12073	CHEBML	CHEMBL298817	drugbank
DB12074	CHEBML	CHEMBL124363	drugbank
DB12078	CHEBML	CHEMBL1738889	drugbank
DB12079	CHEBI	31646	drugbank
DB12079	CHEBML	CHEMBL2105085	drugbank
DB12080	CHEBML	CHEMBL2107773	drugbank
DB12081	CHEBML	CHEMBL2348782	drugbank
DB12082	CHEBI	31237	drugbank
DB12082	CHEBML	CHEMBL17423	drugbank
DB12084	CHEBML	CHEMBL1951032	drugbank
DB12085	CHEBML	CHEMBL2431768	drugbank
DB12086	CHEBI	135418	drugbank
DB12087	CHEBI	18353	drugbank
DB12088	CHEBML	CHEMBL539934	drugbank
DB12091	CHEBI	33375	drugbank
DB12092	CHEBI	31891	drugbank
DB12092	CHEBML	CHEMBL142635	drugbank
DB12093	CHEBI	16563	drugbank
DB12093	CHEBML	CHEMBL487182	drugbank
DB12094	CHEBML	CHEMBL2107779	drugbank
DB12095	CHEBML	CHEMBL2105695	drugbank
DB12096	CHEBML	CHEMBL3359265	drugbank
DB12098	CHEBML	CHEMBL302213	drugbank
DB12099	CHEBML	CHEMBL398110	drugbank
DB12100	CHEBI	142077	chebi
DB12100	CHEBI	142077	drugbank
DB12100	CHEBML	CHEMBL3039530	drugbank
DB12101	CHEBML	CHEMBL3989927	drugbank
DB12105	CHEBML	CHEMBL2103836	drugbank
DB12107	CHEBML	CHEMBL3317857	drugbank
DB12108	CHEBML	CHEMBL2387080	drugbank
DB12109	CHEBML	CHEMBL3186849	drugbank
DB12110	CHEBI	10588	drugbank
DB12110	CHEBML	CHEMBL478	drugbank
DB12111	CHEBI	92360	drugbank
DB12111	CHEBML	CHEMBL269521	drugbank
DB12113	CHEBML	CHEMBL1823817	drugbank
DB12114	CHEBML	CHEMBL3545154	drugbank
DB12115	CHEBML	CHEMBL1921904	drugbank
DB12116	CHEBI	4806	drugbank
DB12116	CHEBML	CHEMBL297453	drugbank
DB12121	CHEBML	CHEMBL3265032	drugbank
DB12122	CHEBML	CHEMBL2104927	drugbank
DB12123	CHEBI	135676	drugbank
DB12123	CHEBML	CHEMBL1874750	drugbank
DB12124	CHEBML	CHEMBL419186	drugbank
DB12125	CHEBML	CHEMBL187927	drugbank
DB12126	CHEBI	3165	drugbank
DB12126	CHEBML	CHEMBL406291	drugbank
DB12127	CHEBI	51770	drugbank
DB12127	CHEBML	CHEMBL506110	drugbank
DB12128	CHEBML	CHEMBL1963249	drugbank
DB12129	CHEBML	CHEMBL3545157	drugbank
DB12130	CHEBI	143117	chebi
DB12130	CHEBI	143117	drugbank
DB12130	CHEBML	CHEMBL3286830	drugbank
DB12131	CHEBI	32297	drugbank
DB12131	CHEBML	CHEMBL71752	drugbank
DB12134	CHEBML	CHEMBL3317856	drugbank
DB12135	CHEBML	CHEMBL2178579	drugbank
DB12137	CHEBML	CHEMBL570015	drugbank
DB12138	CHEBML	CHEMBL1938400	drugbank
DB12139	CHEBML	CHEMBL1651956	drugbank
DB12140	CHEBML	CHEMBL2103838	drugbank
DB12141	CHEBI	145372	chebi
DB12141	CHEBI	145372	drugbank
DB12141	CHEBML	CHEMBL3301622	drugbank
DB12143	CHEBML	CHEMBL2107366	drugbank
DB12145	CHEBML	CHEMBL2151437	drugbank
DB12146	CHEBI	145417	chebi
DB12146	CHEBI	145417	drugbank
DB12146	CHEBML	CHEMBL1241855	drugbank
DB12147	CHEBML	CHEMBL3545376	drugbank
DB12148	CHEBI	78277	drugbank
DB12148	CHEBML	CHEMBL259223	drugbank
DB12149	CHEBML	CHEMBL297792	drugbank
DB12150	CHEBML	CHEMBL69308	drugbank
DB12151	CHEBML	CHEMBL203321	drugbank
DB12153	CHEBI	16436	drugbank
DB12153	CHEBML	CHEMBL1231700	drugbank
DB12154	CHEBML	CHEMBL3622820	drugbank
DB12155	CHEBML	CHEMBL64130	drugbank
DB12156	CHEBI	29014	drugbank
DB12156	CHEBML	CHEMBL305686	drugbank
DB12158	CHEBML	CHEMBL2107822	drugbank
DB12160	CHEBI	31312	drugbank
DB12160	CHEBML	CHEMBL80830	drugbank
DB12162	CHEBML	CHEMBL3182532	drugbank
DB12163	CHEBI	135697	drugbank
DB12163	CHEBML	CHEMBL52939	drugbank
DB12165	CHEBML	CHEMBL3410450	drugbank
DB12168	CHEBML	CHEMBL595573	drugbank
DB12170	CHEBML	CHEMBL3039523	drugbank
DB12172	CHEBI	134929	drugbank
DB12172	CHEBML	CHEMBL435966	drugbank
DB12173	CHEBI	53074	drugbank
DB12173	CHEBML	CHEMBL1373467	drugbank
DB12174	CHEBML	CHEMBL598797	drugbank
DB12176	CHEBI	76978	drugbank
DB12176	CHEBML	CHEMBL1406148	drugbank
DB12177	CHEBML	CHEMBL257704	drugbank
DB12178	CHEBML	CHEMBL322241	drugbank
DB12179	CHEBI	65004	drugbank
DB12179	CHEBML	CHEMBL368347	drugbank
DB12180	CHEBML	CHEMBL1922094	drugbank
DB12181	CHEBI	95001	drugbank
DB12181	CHEBML	CHEMBL313006	drugbank
DB12183	CHEBI	132986	drugbank
DB12183	CHEBML	CHEMBL2408045	drugbank
DB12184	CHEBI	135990	drugbank
DB12184	CHEBML	CHEMBL284092	drugbank
DB12185	CHEBI	135709	drugbank
DB12185	CHEBML	CHEMBL1614650	drugbank
DB12188	CHEBML	CHEMBL3039528	drugbank
DB12190	CHEBI	51257	drugbank
DB12190	CHEBML	CHEMBL556262	drugbank
DB12191	CHEBML	CHEMBL408194	drugbank
DB12193	CHEBML	CHEMBL456341	drugbank
DB12194	CHEBML	CHEMBL2105987	drugbank
DB12196	CHEBML	CHEMBL3219616	drugbank
DB12197	CHEBML	CHEMBL1207907	drugbank
DB12198	CHEBML	CHEMBL3137316	drugbank
DB12200	CHEBI	91398	drugbank
DB12200	CHEBML	CHEMBL2103882	drugbank
DB12201	CHEBML	CHEMBL2151197	drugbank
DB12202	CHEBML	CHEMBL2107861	drugbank
DB12203	CHEBML	CHEMBL2105747	drugbank
DB12204	CHEBML	CHEMBL281398	drugbank
DB12206	CHEBML	CHEMBL1738699	drugbank
DB12207	CHEBML	CHEMBL3545187	drugbank
DB12209	CHEBML	CHEMBL3039529	drugbank
DB12210	CHEBML	CHEMBL1783256	drugbank
DB12211	CHEBML	CHEMBL219046	drugbank
DB12212	CHEBI	135809	drugbank
DB12212	CHEBML	CHEMBL1742466	drugbank
DB12214	CHEBI	134725	drugbank
DB12214	CHEBML	CHEMBL1093423	drugbank
DB12216	CHEBI	18293	drugbank
DB12216	CHEBML	CHEMBL24171	drugbank
DB12218	CHEBML	CHEMBL2325741	drugbank
DB12221	CHEBI	135445	drugbank
DB12221	CHEBML	CHEMBL1463345	drugbank
DB12222	CHEBML	CHEMBL305666	drugbank
DB12223	CHEBI	53612	drugbank
DB12223	CHEBML	CHEMBL2435707	drugbank
DB12224	CHEBI	125673	drugbank
DB12224	CHEBML	CHEMBL442218	drugbank
DB12225	CHEBML	CHEMBL4105584	drugbank
DB12226	CHEBML	CHEMBL90983	drugbank
DB12228	CHEBML	CHEMBL236593	drugbank
DB12229	CHEBML	CHEMBL2103880	drugbank
DB12230	CHEBI	135576	drugbank
DB12230	CHEBML	CHEMBL188185	drugbank
DB12231	CHEBI	38954	drugbank
DB12231	CHEBML	CHEMBL1355821	drugbank
DB12232	CHEBI	466659	drugbank
DB12232	CHEBML	CHEMBL384200	drugbank
DB12233	CHEBI	31689	drugbank
DB12233	CHEBML	CHEMBL2107455	drugbank
DB12234	CHEBML	CHEMBL351706	drugbank
DB12235	CHEBI	142773	chebi
DB12235	CHEBI	142773	drugbank
DB12235	CHEBML	CHEMBL1230314	drugbank
DB12236	CHEBML	CHEMBL1808388	drugbank
DB12237	CHEBML	CHEMBL114551	drugbank
DB12238	CHEBML	CHEMBL200177	drugbank
DB12239	CHEBML	CHEMBL371064	drugbank
DB12241	CHEBML	CHEMBL1615025	drugbank
DB12242	CHEBI	131156	drugbank
DB12242	CHEBML	CHEMBL2041933	drugbank
DB12243	CHEBI	31530	drugbank
DB12243	CHEBML	CHEMBL290916	drugbank
DB12244	CHEBML	CHEMBL3341965	drugbank
DB12245	CHEBI	94759	drugbank
DB12245	CHEBML	CHEMBL1086440	drugbank
DB12247	CHEBI	63453	drugbank
DB12247	CHEBML	CHEMBL3348846	drugbank
DB12248	CHEBI	93856	drugbank
DB12248	CHEBML	CHEMBL1159717	drugbank
DB12251	CHEBI	135307	drugbank
DB12251	CHEBML	CHEMBL2105060	drugbank
DB12252	CHEBML	CHEMBL3358841	drugbank
DB12253	CHEBML	CHEMBL3581693	drugbank
DB12254	CHEBI	95043	drugbank
DB12254	CHEBML	CHEMBL20684	drugbank
DB12255	CHEBML	CHEMBL3646221	drugbank
DB12257	CHEBI	33364	drugbank
DB12260	CHEBML	CHEMBL182066	drugbank
DB12263	CHEBML	CHEMBL463981	drugbank
DB12264	CHEBML	CHEMBL280527	drugbank
DB12265	CHEBML	CHEMBL1631694	drugbank
DB12267	CHEBML	CHEMBL3545311	drugbank
DB12268	CHEBML	CHEMBL591118	drugbank
DB12270	CHEBI	131167	drugbank
DB12270	CHEBML	CHEMBL1088752	drugbank
DB12271	CHEBML	CHEMBL429844	drugbank
DB12272	CHEBML	CHEMBL1951575	drugbank
DB12273	CHEBI	93645	drugbank
DB12273	CHEBML	CHEMBL298406	drugbank
DB12275	CHEBML	CHEMBL3264610	drugbank
DB12278	CHEBI	8493	drugbank
DB12278	CHEBML	CHEMBL1078261	drugbank
DB12279	CHEBML	CHEMBL3126832	drugbank
DB12280	CHEBML	CHEMBL4072756	drugbank
DB12282	CHEBML	CHEMBL3137331	drugbank
DB12283	CHEBML	CHEMBL550936	drugbank
DB12285	CHEBML	CHEMBL3301601	drugbank
DB12286	CHEBML	CHEMBL313136	drugbank
DB12287	CHEBML	CHEMBL2111051	drugbank
DB12289	CHEBML	CHEMBL1922235	drugbank
DB12290	CHEBI	8633	drugbank
DB12290	CHEBML	CHEMBL486386	drugbank
DB12291	CHEBI	90195	drugbank
DB12291	CHEBML	CHEMBL235191	drugbank
DB12292	CHEBML	CHEMBL2218898	drugbank
DB12293	CHEBI	88318	drugbank
DB12293	CHEBML	CHEMBL465026	drugbank
DB12295	CHEBML	CHEMBL1950651	drugbank
DB12297	CHEBML	CHEMBL3319236	drugbank
DB12298	CHEBI	412516	drugbank
DB12298	CHEBML	CHEMBL185885	drugbank
DB12299	CHEBML	CHEMBL2103862	drugbank
DB12300	CHEBI	82504	drugbank
DB12300	CHEBML	CHEMBL352531	drugbank
DB12301	CHEBML	CHEMBL2364608	drugbank
DB12302	CHEBML	CHEMBL483321	drugbank
DB12303	CHEBML	CHEMBL3301618	drugbank
DB12305	CHEBML	CHEMBL3301595	drugbank
DB12306	CHEBML	CHEMBL1082723	drugbank
DB12307	CHEBI	91418	drugbank
DB12307	CHEBML	CHEMBL1230609	drugbank
DB12308	CHEBI	1712	drugbank
DB12308	CHEBML	CHEMBL210952	drugbank
DB12309	CHEBML	CHEMBL1269257	drugbank
DB12310	CHEBI	16551	drugbank
DB12310	CHEBML	CHEMBL1236395	drugbank
DB12312	CHEBML	CHEMBL13254	drugbank
DB12313	CHEBI	135507	drugbank
DB12313	CHEBML	CHEMBL77622	drugbank
DB12314	CHEBI	135192	drugbank
DB12314	CHEBML	CHEMBL1213553	drugbank
DB12316	CHEBML	CHEMBL3098771	drugbank
DB12318	CHEBML	CHEMBL1645462	drugbank
DB12319	CHEBI	3023	drugbank
DB12319	CHEBML	CHEMBL388590	drugbank
DB12320	CHEBML	CHEMBL2105648	drugbank
DB12321	CHEBML	CHEMBL3301673	drugbank
DB12325	CHEBML	CHEMBL2402737	drugbank
DB12326	CHEBI	65415	drugbank
DB12326	CHEBML	CHEMBL3235620	drugbank
DB12327	CHEBI	67900	drugbank
DB12327	CHEBML	CHEMBL445332	drugbank
DB12328	CHEBI	64213	drugbank
DB12328	CHEBML	CHEMBL48449	drugbank
DB12329	CHEBML	CHEMBL1951095	drugbank
DB12332	CHEBI	134689	drugbank
DB12332	CHEBML	CHEMBL1173055	drugbank
DB12337	CHEBML	CHEMBL3185390	drugbank
DB12338	CHEBI	135966	drugbank
DB12338	CHEBML	CHEMBL2087003	drugbank
DB12339	CHEBML	CHEMBL455461	drugbank
DB12340	CHEBI	94128	drugbank
DB12340	CHEBML	CHEMBL443684	drugbank
DB12341	CHEBML	CHEMBL1921847	drugbank
DB12343	CHEBI	51817	drugbank
DB12343	CHEBML	CHEMBL1276310	drugbank
DB12345	CHEBML	CHEMBL3260505	drugbank
DB12347	CHEBML	CHEMBL488937	drugbank
DB12348	CHEBML	CHEMBL372507	drugbank
DB12350	CHEBML	CHEMBL2068971	drugbank
DB12352	CHEBML	CHEMBL284642	drugbank
DB12353	CHEBML	CHEMBL269864	drugbank
DB12354	CHEBML	CHEMBL504535	drugbank
DB12355	CHEBML	CHEMBL324547	drugbank
DB12357	CHEBML	CHEMBL2030402	drugbank
DB12358	CHEBI	134778	drugbank
DB12358	CHEBML	CHEMBL2104251	drugbank
DB12359	CHEBI	90687	drugbank
DB12359	CHEBML	CHEMBL467399	drugbank
DB12360	CHEBML	CHEMBL2206292	drugbank
DB12361	CHEBML	CHEMBL345237	drugbank
DB12364	CHEBI	140421	drugbank
DB12364	CHEBML	CHEMBL512351	drugbank
DB12365	CHEBML	CHEMBL452461	drugbank
DB12367	CHEBML	CHEMBL3545042	drugbank
DB12368	CHEBML	CHEMBL2177913	drugbank
DB12369	CHEBI	90531	drugbank
DB12369	CHEBML	CHEMBL565612	drugbank
DB12370	CHEBML	CHEMBL58547	drugbank
DB12371	CHEBML	CHEMBL2336071	drugbank
DB12376	CHEBI	95073	drugbank
DB12376	CHEBML	CHEMBL2364628	drugbank
DB12377	CHEBML	CHEMBL3112741	drugbank
DB12378	CHEBML	CHEMBL1835207	drugbank
DB12380	CHEBML	CHEMBL2063869	drugbank
DB12381	CHEBML	CHEMBL3545307	drugbank
DB12382	CHEBML	CHEMBL609583	drugbank
DB12384	CHEBML	CHEMBL412309	drugbank
DB12385	CHEBI	81395	drugbank
DB12385	CHEBML	CHEMBL273862	drugbank
DB12387	CHEBML	CHEMBL3120215	drugbank
DB12390	CHEBML	CHEMBL230158	drugbank
DB12391	CHEBML	CHEMBL2304041	drugbank
DB12393	CHEBML	CHEMBL19892	drugbank
DB12394	CHEBML	CHEMBL3707392	drugbank
DB12395	CHEBI	125535	drugbank
DB12395	CHEBML	CHEMBL180101	drugbank
DB12397	CHEBML	CHEMBL1956285	drugbank
DB12398	CHEBML	CHEMBL2105683	drugbank
DB12399	CHEBML	CHEMBL166863	drugbank
DB12400	CHEBI	124914	drugbank
DB12400	CHEBML	CHEMBL3545366	drugbank
DB12401	CHEBI	31305	drugbank
DB12401	CHEBML	CHEMBL28218	drugbank
DB12402	CHEBML	CHEMBL1643880	drugbank
DB12403	CHEBI	33374	drugbank
DB12405	CHEBI	65310	drugbank
DB12405	CHEBML	CHEMBL331237	drugbank
DB12406	CHEBI	143527	chebi
DB12406	CHEBI	143527	drugbank
DB12406	CHEBML	CHEMBL1411	drugbank
DB12407	CHEBI	31701	drugbank
DB12407	CHEBML	CHEMBL2107212	drugbank
DB12408	CHEBML	CHEMBL1910856	drugbank
DB12410	CHEBML	CHEMBL1230227	drugbank
DB12411	CHEBML	CHEMBL3809489	drugbank
DB12412	CHEBI	134731	drugbank
DB12412	CHEBML	CHEMBL3707235	drugbank
DB12415	CHEBML	CHEMBL2105738	drugbank
DB12416	CHEBML	CHEMBL1276678	drugbank
DB12417	CHEBI	136043	drugbank
DB12417	CHEBML	CHEMBL1929396	drugbank
DB12418	CHEBI	32111	drugbank
DB12418	CHEBML	CHEMBL310671	drugbank
DB12420	CHEBML	CHEMBL550961	drugbank
DB12422	CHEBI	47808	drugbank
DB12422	CHEBML	CHEMBL128136	drugbank
DB12423	CHEBML	CHEMBL3989603	drugbank
DB12424	CHEBML	CHEMBL1910936	drugbank
DB12425	CHEBML	CHEMBL2106622	drugbank
DB12426	CHEBML	CHEMBL1171829	drugbank
DB12427	CHEBML	CHEMBL2105667	drugbank
DB12429	CHEBI	91353	drugbank
DB12429	CHEBML	CHEMBL105442	drugbank
DB12432	CHEBI	91437	drugbank
DB12432	CHEBML	CHEMBL1614713	drugbank
DB12433	CHEBML	CHEMBL2036958	drugbank
DB12434	CHEBI	145030	chebi
DB12434	CHEBI	145030	drugbank
DB12435	CHEBML	CHEMBL2104988	drugbank
DB12436	CHEBML	CHEMBL522302	drugbank
DB12438	CHEBML	CHEMBL265948	drugbank
DB12439	CHEBML	CHEMBL2219417	drugbank
DB12441	CHEBML	CHEMBL3544981	drugbank
DB12442	CHEBI	65324	drugbank
DB12442	CHEBML	CHEMBL383824	drugbank
DB12443	CHEBML	CHEMBL1950553	drugbank
DB12444	CHEBI	58128	drugbank
DB12444	CHEBML	CHEMBL3039113	drugbank
DB12445	CHEBI	125482	drugbank
DB12445	CHEBML	CHEMBL374385	drugbank
DB12447	CHEBI	31889	drugbank
DB12447	CHEBML	CHEMBL363449	drugbank
DB12448	CHEBML	CHEMBL2105019	drugbank
DB12449	CHEBML	CHEMBL607023	drugbank
DB12450	CHEBI	10607	drugbank
DB12450	CHEBML	CHEMBL7983	drugbank
DB12451	CHEBML	CHEMBL1269597	drugbank
DB12452	CHEBI	16188	drugbank
DB12452	CHEBML	CHEMBL26215	drugbank
DB12453	CHEBI	29415	drugbank
DB12455	CHEBML	CHEMBL1689772	drugbank
DB12457	CHEBML	CHEMBL2178422	drugbank
DB12458	CHEBI	7035	drugbank
DB12458	CHEBML	CHEMBL273481	drugbank
DB12459	CHEBI	135702	drugbank
DB12459	CHEBML	CHEMBL2111084	drugbank
DB12461	CHEBML	CHEMBL2178100	drugbank
DB12462	CHEBML	CHEMBL3301604	drugbank
DB12463	CHEBI	131158	drugbank
DB12463	CHEBML	CHEMBL520733	drugbank
DB12464	CHEBML	CHEMBL3039511	drugbank
DB12465	CHEBI	6123	drugbank
DB12465	CHEBML	CHEMBL51	drugbank
DB12466	CHEBI	134722	drugbank
DB12466	CHEBML	CHEMBL221722	drugbank
DB12468	CHEBML	CHEMBL3589904	drugbank
DB12470	CHEBML	CHEMBL109831	drugbank
DB12472	CHEBI	82722	drugbank
DB12472	CHEBML	CHEMBL1288810	drugbank
DB12473	CHEBI	135173	drugbank
DB12473	CHEBML	CHEMBL2105420	drugbank
DB12474	CHEBI	31790	drugbank
DB12474	CHEBML	CHEMBL2107431	drugbank
DB12476	CHEBML	CHEMBL549344	drugbank
DB12478	CHEBI	92833	drugbank
DB12478	CHEBML	CHEMBL1371770	drugbank
DB12480	CHEBI	3087	drugbank
DB12480	CHEBML	CHEMBL269277	drugbank
DB12481	CHEBI	32595	drugbank
DB12482	CHEBI	34523	drugbank
DB12482	CHEBML	CHEMBL2107723	drugbank
DB12483	CHEBML	CHEMBL3218576	drugbank
DB12484	CHEBML	CHEMBL2311128	drugbank
DB12485	CHEBML	CHEMBL58752	drugbank
DB12486	CHEBML	CHEMBL3039515	drugbank
DB12491	CHEBML	CHEMBL1829174	drugbank
DB12492	CHEBI	135699	drugbank
DB12492	CHEBML	CHEMBL559288	drugbank
DB12494	CHEBI	95061	drugbank
DB12494	CHEBML	CHEMBL1952329	drugbank
DB12495	CHEBML	CHEMBL1817709	drugbank
DB12497	CHEBML	CHEMBL2111081	drugbank
