chembl_id,pref_name,chebi_id
CHEMBL2104856,PONAZURIL,
CHEMBL2104857,PETRICHLORAL,
CHEMBL2104858,PROXAZOLE CITRATE,
CHEMBL2104859,PIRISUDANOL,
CHEMBL2104860,MEPITIOSTANE,
CHEMBL2104861,METRAFAZOLINE,
CHEMBL2104862,LEVOMORAMIDE,
CHEMBL2104863,IMANIXIL,
CHEMBL2104864,APLINDORE FUMARATE,
CHEMBL2104865,PALONIDIPINE,
CHEMBL2104866,IGMESINE HYDROCHLORIDE,
CHEMBL2104867,ILONIDAP,
CHEMBL2104868,HOMOPIPRAMOL,
CHEMBL2104869,PRANOLIUM CHLORIDE,
CHEMBL2104870,PUROMYCIN HYDROCHLORIDE,
CHEMBL2104871,ROXATIDINE ACETATE HYDROCHLORIDE,
CHEMBL2104872,IPSALAZIDE,
CHEMBL2104873,FLAVODILOL MALEATE,
CHEMBL2104875,TALMETOPRIM,
CHEMBL2104876,LEMILDIPINE,
CHEMBL2104877,PERFLUAMINE,38850
CHEMBL2104878,METIPIROX,
CHEMBL2104879,TIAPROST,
CHEMBL2104880,HEXOBARBITAL SODIUM,
CHEMBL2104881,OLRADIPINE,
CHEMBL2104882,NICANARTINE,
CHEMBL2104884,HEXEDINE,
CHEMBL2104885,ROMERGOLINE,
CHEMBL2104886,ISOPROPICILLIN,
CHEMBL2104887,INDOPINE,
CHEMBL2104888,INGLIFORIB,
CHEMBL2104890,TAPROSTENE,
CHEMBL2104892,FLUALAMIDE,
CHEMBL2104893,FLORIFENINE,
CHEMBL2104895,SETIPTILINE,
CHEMBL2104896,TRIKATES,
CHEMBL2104897,TRENIZINE,
CHEMBL2104898,SULMARIN,
CHEMBL2104900,PIPAZETHATE,
CHEMBL2104901,ZACOPRIDE HYDROCHLORIDE,
CHEMBL2104902,MINDOPERONE,
CHEMBL2104903,INTRAZOLE,
CHEMBL2104904,FLUFENISAL,
CHEMBL2104906,NANDROLONE CYCLOTATE,
CHEMBL2104907,FENOZOLONE,
CHEMBL2104908,SULFAZAMET,
CHEMBL2104910,SULFADICRAMIDE,
CHEMBL2104911,PERIMETAZINE,
CHEMBL2104912,VINTIAMOL,
CHEMBL2104913,STIRIMAZOLE,
CHEMBL2104914,TRIBENDILOL,
CHEMBL2104915,VINCOFOS,
CHEMBL2104916,FLAVAMINE,
CHEMBL2104917,IPENOXAZONE,
CHEMBL2104918,IMOXITEROL,
CHEMBL2104919,SULBENOX,
CHEMBL2104920,VOXERGOLIDE,
CHEMBL2104921,SULFAMAZONE,
CHEMBL2104922,SULVERAPRIDE,
CHEMBL2104923,TRAZITILINE,
CHEMBL2104924,SIMETRIDE,
CHEMBL2104925,FEZATIONE,
CHEMBL2104926,CINOLAZEPAM,59514
CHEMBL2104927,FIGOPITANT,
CHEMBL2104928,VINMEGALLATE,
CHEMBL2104930,PIPOXIZINE,
CHEMBL2104931,TOLTRAZURIL,
CHEMBL2104932,FLUMEDROXONE,
CHEMBL2104933,SULOCARBILATE,
CHEMBL2104934,TORBAFYLLINE,
CHEMBL2104935,MITOTENAMINE,
CHEMBL2104936,FENIMIDE,
CHEMBL2104940,VIMINOL,
CHEMBL2104941,INDORAMIN HYDROCHLORIDE,
CHEMBL2104942,PAXAMATE,
CHEMBL2104943,QUINTIOFOS,
CHEMBL2104944,SULISATIN,
CHEMBL2104945,SULFACLORAZOLE,
CHEMBL2104946,VINCANOL,
CHEMBL2104947,PAMICOGREL,
CHEMBL2104949,TOPRILIDINE,
CHEMBL2104951,ALADORIAN,
CHEMBL2104952,AMONAFIDE L-MALATE,
CHEMBL2104954,BALAMAPIMOD,
CHEMBL2104955,BECOCALCIDIOL,
CHEMBL2104956,BEMOTRIZINOL,
CHEMBL2104957,BISOCTRIZOLE,
CHEMBL2104958,CAMOBUCOL,
CHEMBL2104960,CATRAMILAST,
CHEMBL2104962,DENAGLIPTIN TOSYLATE,
CHEMBL2104964,TEBANICLINE TOSYLATE,
CHEMBL2104967,FIRATEGRAST,
CHEMBL2104968,FOSDEVIRINE,
CHEMBL2104969,GIRIPLADIB,
CHEMBL2104970,INCYCLINIDE,
CHEMBL2104971,IOSIMENOL,
CHEMBL2104973,LEVOMEPROMAZINE HYDROCHLORIDE,
CHEMBL2104975,MITRATAPIDE,
CHEMBL2104976,OMTRIPTOLIDE SODIUM,
CHEMBL2104978,PELIGLITAZAR,
CHEMBL2104979,PERFLUBUTANE,
CHEMBL2104980,PRUVANSERIN HYDROCHLORIDE,
CHEMBL2104981,RILAPLADIB,
CHEMBL2104982,SALCLOBUZATE SODIUM,
CHEMBL2104984,SODELGLITAZAR,
CHEMBL2104985,TALOTREXIN AMMONIUM,
CHEMBL2104986,TEDATIOXETINE,
CHEMBL2104987,TEDUGLUTIDE,72305
CHEMBL2104988,TIPELUKAST,
CHEMBL2104989,TISOCALCITATE,
CHEMBL2104991,VABICASERIN HYDROCHLORIDE,
CHEMBL2104992,VESTIPITANT MESYLATE,
CHEMBL2104993,VORTIOXETINE,76016
CHEMBL2104994,INDISETRON,
CHEMBL2104995,FIBRACILLIN,
CHEMBL2104996,LEVOPHENACYLMORPHAN,
CHEMBL2104998,IOTHALAMATE SODIUM I 131,
CHEMBL2104999,DIFLUMIDONE SODIUM,
CHEMBL2105000,HOMOFENAZINE,59071
CHEMBL2105001,IOPROCEMIC ACID,
CHEMBL2105002,ISOAMINILE,
CHEMBL2105003,IOLIDONIC ACID,
CHEMBL2105004,IOSIMIDE,
CHEMBL2105005,LAURALKONIUM CHLORIDE,
CHEMBL2105006,IODOL,
CHEMBL2105007,IMIDOLINE HYDROCHLORIDE,
CHEMBL2105008,HYALURONATE SODIUM,
CHEMBL2105009,INDANOREX,
CHEMBL2105010,HYDROXYSTENOZOLE,79555
CHEMBL2105011,IODOCHOLESTEROL I 131,
CHEMBL2105012,IOPRONIC ACID,
CHEMBL2105013,IOMETOPANE I 123,
CHEMBL2105014,LEVOPROPYLHEXEDRINE,
CHEMBL2105015,LIAROZOLE HYDROCHLORIDE,
CHEMBL2105016,HEPTAVERINE,
CHEMBL2105017,INTRIPTYLINE HYDROCHLORIDE,
CHEMBL2105019,LIFIBROL,
CHEMBL2105020,IOMAZENIL (123I),
CHEMBL2105021,ISOMAZOLE HYDROCHLORIDE,
CHEMBL2105022,INDELOXAZINE,5894
CHEMBL2105023,INDIGOTINDISULFONATE SODIUM,31695
CHEMBL2105024,IOGLICIC ACID,
CHEMBL2105025,IQUINDAMINE,
CHEMBL2105026,ISOMETHEPTENE HYDROCHLORIDE,
CHEMBL2105027,HEXAZOLE,
CHEMBL2105028,DODICIN,
CHEMBL2105029,LAZABEMIDE HYDROCHLORIDE,
CHEMBL2105030,DIMETHIODAL SODIUM,
CHEMBL2105032,LEFRADAFIBAN,60634
CHEMBL2105033,LEVOSEMOTIADIL,
CHEMBL2105034,IPROXAMINE HYDROCHLORIDE,
CHEMBL2105035,ISONIXIN,
CHEMBL2105036,IODOPYRACET,
CHEMBL2105037,IPROFENIN,
CHEMBL2105038,DOMOXIN,
CHEMBL2105039,HISTAPYRRODINE,
CHEMBL2105040,DIMETOFRINE,
CHEMBL2105041,DIMOXYLINE,
CHEMBL2105042,DIOXADROL HYDROCHLORIDE,
CHEMBL2105043,IMICLOPAZINE,
CHEMBL2105044,LETOSTEINE,
CHEMBL2105045,ISOPROFEN,
CHEMBL2105047,ISOMYLAMINE HYDROCHLORIDE,
CHEMBL2105048,IOTRISIDE,
CHEMBL2105049,IODOCETYLIC ACID I 123,
CHEMBL2105050,ICOSPIRAMIDE,
CHEMBL2105051,LESOPITRON,
CHEMBL2105052,HYDROXYHEXAMIDE,
CHEMBL2105053,DROXYPROPINE,
CHEMBL2105054,HYPOPHOSPHOROUS ACID,29031
CHEMBL2105055,HEXOPYRRONIUM BROMIDE,
CHEMBL2105057,GEMCABENE CALCIUM,
CHEMBL2105058,MORPHERIDINE,
CHEMBL2105059,MORNIFLUMATE,
CHEMBL2105060,MOXAVERINE,
CHEMBL2105062,IDRAMANTONE,48581
CHEMBL2105063,LANPROSTON,
CHEMBL2105065,FRONEPIDIL,
CHEMBL2105066,GEMAZOCINE,
CHEMBL2105067,ISAMFAZONE,
CHEMBL2105068,ISAMOXOLE,
CHEMBL2105069,FLUORODOPA F 18,
CHEMBL2105071,FLUQUAZONE,
CHEMBL2105072,MORAZONE,
CHEMBL2105073,LORAPRIDE,
CHEMBL2105074,FURBUCILLIN,
CHEMBL2105075,FLOCTAFENINE,
CHEMBL2105076,FEZOLAMINE FUMARATE,
CHEMBL2105077,FRABUPROFEN,
CHEMBL2105078,FURETHIDINE,
CHEMBL2105079,FEXICAINE,
CHEMBL2105080,GEDOCARNIL,
CHEMBL2105082,GEMCADIOL,
CHEMBL2105083,GLYCLOPYRAMIDE,
CHEMBL2105084,FOSMENIC ACID,
CHEMBL2105085,GEFARNATE,
CHEMBL2105086,IVOQUALINE,
CHEMBL2105087,FLUOCORTIN BUTYL,
CHEMBL2105088,LOBENDAZOLE,
CHEMBL2105089,GLISENTIDE,
CHEMBL2105090,FLUNIDAZOLE,
CHEMBL2105091,MOLFARNATE,
CHEMBL2105092,ITAMELINE,
CHEMBL2105093,GLISAMURIDE,
CHEMBL2105094,MOROCROMEN,
CHEMBL2105095,FLUCETOREX,
CHEMBL2105096,FURTERENE,
CHEMBL2105097,GUACETISAL,
CHEMBL2105098,LIROLDINE,
CHEMBL2105099,GALAMUSTINE,
CHEMBL2105100,MOCTAMIDE,
CHEMBL2105101,MAFOPRAZINE,
CHEMBL2105102,LEMINOPRAZOLE,
CHEMBL2105103,GESTACLONE,
CHEMBL2105104,LODAZECAR,
CHEMBL2105105,FLUTIAZIN,
CHEMBL2105107,INECALCITOL,
CHEMBL2105108,ISAGLIDOLE,
CHEMBL2105109,ITASETRON,
CHEMBL2105110,LAMTIDINE,6370
CHEMBL2105111,GUABENXAN,
CHEMBL2105112,IRTEMAZOLE,
CHEMBL2105113,LOTIFAZOLE,
CHEMBL2105114,LOPERAMIDE OXIDE,
CHEMBL2105115,GUAIMESAL,
CHEMBL2105116,ISATORIBINE,
CHEMBL2105117,FUROSTILBESTROL,
CHEMBL2105118,LIREQUINIL,
CHEMBL2105119,LODELABEN,
CHEMBL2105120,FTIVAZIDE,
CHEMBL2105121,FURCLOPROFEN,
CHEMBL2105122,GLIAMILIDE,
CHEMBL2105123,NOLINIUM BROMIDE,
CHEMBL2105124,FOPIRTOLINE,
CHEMBL2105125,FLUPIMAZINE,
CHEMBL2105126,LITRACEN,
CHEMBL2105127,MORSUXIMIDE,
CHEMBL2105128,FLUMETHIAZIDE,
CHEMBL2105129,FLUINDAROL,
CHEMBL2105130,ITROCAINIDE,
CHEMBL2105131,MEFRUSIDE,
CHEMBL2105132,OCTAMYLAMINE,
CHEMBL2105133,NEDOCROMIL CALCIUM,51030
CHEMBL2105134,NORBOLETHONE,
CHEMBL2105135,NAPROXOL,61022
CHEMBL2105136,NICOCODINE,
CHEMBL2105137,LUROSETRON,
CHEMBL2105138,NOFECAINIDE,
CHEMBL2105139,NIFURFOLINE,
CHEMBL2105140,OCTOTIAMINE,
CHEMBL2105141,NIAPRAZINE,
CHEMBL2105142,NOLOMIROLE,
CHEMBL2105143,NECOPIDEM,
CHEMBL2105144,LOMBAZOLE,
CHEMBL2105145,NIFURALIDE,
CHEMBL2105146,NIFURPIPONE,
CHEMBL2105147,NORTETRAZEPAM,
CHEMBL2105148,NEPINALONE,
CHEMBL2105149,GLIPALAMIDE,
CHEMBL2105150,NARDETEROL,
CHEMBL2105151,NEBIDRAZINE,
CHEMBL2105153,NETOBIMIN,
CHEMBL2105154,MABUPROFEN,
CHEMBL2105155,NAMINTEROL,
CHEMBL2105156,NIBROXANE,
CHEMBL2105157,METAMFAZONE,
CHEMBL2105158,MORCLOFONE,
CHEMBL2105159,MORFOREX,
CHEMBL2105160,NAMINIDIL,
CHEMBL2105161,NICOBOXIL,32322
CHEMBL2105162,NIRAVOLINE,
CHEMBL2105163,NAFOMINE MALATE,
CHEMBL2105164,MOXICOUMONE,
CHEMBL2105165,MEDRONATE DISODIUM,
CHEMBL2105166,MAZOKALIM,
CHEMBL2105167,MEPROTIXOL,
CHEMBL2105168,NAPIRIMUS,
CHEMBL2105169,NICEVERINE,
CHEMBL2105170,NORCLOSTEBOL,
CHEMBL2105171,MECLOXAMINE,
CHEMBL2105172,NAXAPROSTENE,
CHEMBL2105174,NICTINDOLE,
CHEMBL2105175,LONAPROFEN,
CHEMBL2105177,LOTUCAINE,
CHEMBL2105178,MEQUIDOX,
CHEMBL2105179,METAGLYCODOL,
CHEMBL2105180,MARIPTILINE,
CHEMBL2105181,OCRYLATE,
CHEMBL2105182,MOQUIZONE,
CHEMBL2105183,OBERADILOL,
CHEMBL2105184,MYFADOL,
CHEMBL2105185,MOFOXIME,
CHEMBL2105186,MEPRAMIDIL,
CHEMBL2105187,MAZATICOL,
CHEMBL2105188,NORPIPANONE,
CHEMBL2105189,MIVAZEROL,
CHEMBL2105190,METHANIAZIDE,
CHEMBL2105191,MENADOXIME,
CHEMBL2105192,MELQUINAST,
CHEMBL2105193,NAPRODOXIME,
CHEMBL2105194,OFORNINE,
CHEMBL2105195,PIMEFYLLINE,
CHEMBL2105196,GLIDAZAMIDE,
CHEMBL2105197,MOVELTIPRIL,
CHEMBL2105198,LOFLUCARBAN,
CHEMBL2105199,OCINAPLON,
CHEMBL2105200,METESCULETOL,
CHEMBL2105201,MYRALACT,
CHEMBL2105202,LOMEVACTONE,
CHEMBL2105203,NITROMIFENE,
CHEMBL2105204,PRAMIRACETAM SULFATE,
CHEMBL2105205,PRINOXODAN,
CHEMBL2105206,PIPEQUALINE,
CHEMBL2105207,PITENODIL,
CHEMBL2105208,NIOMETACIN,
CHEMBL2105209,MINAXOLONE,
CHEMBL2105210,PRAMPINE,
CHEMBL2105211,METYRIDINE,81729
CHEMBL2105212,MEBUTIZIDE,
CHEMBL2105213,OCTICIZER,
CHEMBL2105214,METIOXATE,
CHEMBL2105215,METHYLCHROMONE,
CHEMBL2105216,NONAPERONE,
CHEMBL2105217,PIRODOMAST,
CHEMBL2105218,POSKINE,
CHEMBL2105219,NIFURPRAZINE,
CHEMBL2105220,MEZEPINE,
CHEMBL2105221,MIDAMALINE,
CHEMBL2105222,PRAZITONE,
CHEMBL2105223,PIBERALINE,
CHEMBL2105224,PHOLCODINE,53579
CHEMBL2105225,PICILOREX,
CHEMBL2105227,PIPRATECOL,
CHEMBL2105228,METOCINIUM IODIDE,
CHEMBL2105229,METOFENAZATE,59116
CHEMBL2105230,MINEPENTATE,
CHEMBL2105231,PIPROZOLIN,
CHEMBL2105232,PIFARNINE,
CHEMBL2105233,PROXIBARBAL,
CHEMBL2105234,MINAMESTANE,
CHEMBL2105236,PROPETANDROL,
CHEMBL2105237,PREFENAMATE,
CHEMBL2105238,RODOCAINE,
CHEMBL2105239,PIRIPROST,
CHEMBL2105240,PIRNABINE,
CHEMBL2105241,POTASSIUM BENZOATE,
CHEMBL2105242,MELADRAZINE,
CHEMBL2105243,POSATIRELIN,
CHEMBL2105244,PONFIBRATE,
CHEMBL2105245,METAMFEPRAMONE,
CHEMBL2105246,MESOCARB,
CHEMBL2105247,PIBAXIZINE,
CHEMBL2105248,POTASSIUM BITARTRATE,
CHEMBL2105249,PIDOLACETAMOL,
CHEMBL2105250,PICOPERINE,
CHEMBL2105251,PIBECARB,
CHEMBL2105252,MILIPERTINE,
CHEMBL2105253,PIRAXELATE,
CHEMBL2105254,PITUXATE,
CHEMBL2105255,MILVERINE,
CHEMBL2105256,PRANOSAL,
CHEMBL2105257,PRAZEPINE,
CHEMBL2105258,METETHOHEPTAZINE,
CHEMBL2105259,PRAMIVERINE,
CHEMBL2105260,PODILFEN,
CHEMBL2105261,PLOMESTANE,
CHEMBL2105262,METOSTILENOL,
CHEMBL2105263,PIPEBUZONE,
CHEMBL2105264,ONTIANIL,
CHEMBL2105265,PIRDONIUM BROMIDE,
CHEMBL2105267,METRAZIFONE,
CHEMBL2105268,MICINICATE,
CHEMBL2105269,METIAZINIC ACID,31838
CHEMBL2105270,PARAXAZONE,
CHEMBL2105271,SALVERINE,
CHEMBL2105272,QUATACAINE,
CHEMBL2105273,PANOMIFENE,
CHEMBL2105274,OXIBETAINE,
CHEMBL2105275,PROPYLHEXEDRINE,
CHEMBL2105276,QUILLIFOLINE,
CHEMBL2105277,PROCLONOL,
CHEMBL2105278,OROTIRELIN,
CHEMBL2105279,PUMAPRAZOLE,
CHEMBL2105281,OPANIXIL,
CHEMBL2105283,PENDECAMAINE,
CHEMBL2105285,PROTIZINIC ACID,
CHEMBL2105287,PRIDEPERONE,
CHEMBL2105288,PROPIKACIN,
CHEMBL2105291,QUINGESTANOL ACETATE,
CHEMBL2105292,PENETHAMATE HYDRIODIDE,
CHEMBL2105293,PHENAGLYCODOL,
CHEMBL2105294,OMEPRAZOLE SODIUM,
CHEMBL2105295,OSMADIZONE,
CHEMBL2105296,PROPYL DOCETRIZOATE,
CHEMBL2105297,OXANAMIDE,
CHEMBL2105298,ROCEPAFANT,
CHEMBL2105299,PROFLAVINE DIHYDROCHLORIDE,74723
CHEMBL2105300,REPIRINAST,
CHEMBL2105301,PROZAPINE,
CHEMBL2105302,PRENOXDIAZINE,
CHEMBL2105303,PROBARBITAL SODIUM,
CHEMBL2105304,PYRINOLINE,
CHEMBL2105305,PENOCTONIUM BROMIDE,
CHEMBL2105306,PARVAQUONE,
CHEMBL2105307,QUISULTAZINE,
CHEMBL2105308,ORCONAZOLE NITRATE,
CHEMBL2105310,OLPIMEDONE,
CHEMBL2105312,PROPERIDINE,
CHEMBL2105313,RESORCIN BROWN,
CHEMBL2105314,PRIBECAINE,
CHEMBL2105315,PENTHIENATE BROMIDE,
CHEMBL2105316,ROMIFENONE,
CHEMBL2105318,OXABOLONE CIPIONATE,
CHEMBL2105319,OXODIPINE,
CHEMBL2105320,ORESTRATE,
CHEMBL2105321,RANIMYCIN,
CHEMBL2105322,RITIOMETAN,
CHEMBL2105323,OXONAZINE,
CHEMBL2105324,PANURAMINE,
CHEMBL2105325,RILOPIROX,
CHEMBL2105327,TOFISOLINE,
CHEMBL2105328,TALOPRAM HYDROCHLORIDE,
CHEMBL2105329,PROSULPRIDE,
CHEMBL2105330,PYRAZOFURIN,90284
CHEMBL2105332,OXARBAZOLE,
CHEMBL2105333,SERAZAPINE HYDROCHLORIDE,
CHEMBL2105334,RILOZARONE,
CHEMBL2105335,PARAFLUTIZIDE,
CHEMBL2105336,PANIDAZOLE,
CHEMBL2105337,PENTIAPINE MALEATE,
CHEMBL2105338,PENTIFYLLINE,
CHEMBL2105340,PYRVINIUM CHLORIDE,
CHEMBL2105341,TOLDIMFOS,
CHEMBL2105342,TILETAMINE HYDROCHLORIDE,
CHEMBL2105343,STILBAZIUM IODIDE,
CHEMBL2105344,TEMODOX,
CHEMBL2105345,PROPANIDID,
CHEMBL2105346,PROPANOCAINE,
CHEMBL2105347,RESORANTEL,
CHEMBL2105348,RANIMUSTINE,
CHEMBL2105349,PYRROLIPHENE HYDROCHLORIDE,
CHEMBL2105350,OLEYL ALCOHOL,73504
CHEMBL2105351,PYRITHIONE SODIUM,
CHEMBL2105353,PENTABAMATE,
CHEMBL2105354,PENICILLIN O POTASSIUM,
CHEMBL2105355,PENICILLIN O SODIUM,
CHEMBL2105357,PELANSERIN HYDROCHLORIDE,
CHEMBL2105358,RACTOPAMINE HYDROCHLORIDE,
CHEMBL2105359,PREDNYLIDENE,
CHEMBL2105361,ORTETAMINE,
CHEMBL2105362,OMONASTEINE,
CHEMBL2105363,QUINEZAMIDE,
CHEMBL2105364,PENICILLIN CALCIUM,
CHEMBL2105365,PYROPHENINDANE,
CHEMBL2105366,OXAZIDIONE,
CHEMBL2105367,PROPYLENE GLYCOL DIACETATE,
CHEMBL2105368,SALETHAMIDE MALEATE,
CHEMBL2105369,PENTALAMIDE,
CHEMBL2105372,ROCIVERINE,
CHEMBL2105373,PREGNENOLONE SUCCINATE,
CHEMBL2105374,PREMAFLOXACIN,
CHEMBL2105375,OMACICLOVIR,
CHEMBL2105376,RAXOFELAST,
CHEMBL2105377,RICASETRON,
CHEMBL2105379,PROPYROMAZINE BROMIDE,
CHEMBL2105380,PROQUINOLATE,
CHEMBL2105381,TIAMETONIUM IODIDE,
CHEMBL2105382,PROHEPTAZINE,
CHEMBL2105383,PYTAMINE,
CHEMBL2105385,PHENOPERIDINE,
CHEMBL2105386,TIOCTILATE,
CHEMBL2105387,ROFELODINE,
CHEMBL2105388,ORBUTOPRIL,
CHEMBL2105389,PENTOREX,
CHEMBL2105390,PYRITIDIUM BROMIDE,
CHEMBL2105391,PROTIOFATE,
CHEMBL2105392,PHENAPHTHAZINE,
CHEMBL2105393,REVENAST,
CHEMBL2105394,PROMESTRIENE,
CHEMBL2105395,OSPEMIFENE,73275
CHEMBL2105396,PYRIDARONE,34377
CHEMBL2105397,PARODILOL,
CHEMBL2105398,SULFAMETROLE,
CHEMBL2105399,SULFAMOXOLE,55548
CHEMBL2105401,TIOCLOMAROL,
CHEMBL2105402,ROXIBOLONE,
CHEMBL2105403,PENTISOMICIN,
CHEMBL2105404,SARPICILLIN,
CHEMBL2105405,TIFORMIN,18062
CHEMBL2105406,TINABINOL,
CHEMBL2105407,SCOPINAST,
CHEMBL2105408,OXAPADOL,
CHEMBL2105411,TALMETACIN,
CHEMBL2105412,ROLETAMIDE,
CHEMBL2105413,TEPIRINDOLE,
CHEMBL2105414,SECOVERINE,
CHEMBL2105415,ROPITOIN HYDROCHLORIDE,
CHEMBL2105416,SACCHARIN SODIUM,
CHEMBL2105417,ROXADIMATE,
CHEMBL2105418,ROTRAXATE,
CHEMBL2105419,TIOXACIN,
CHEMBL2105420,TAUROLIDINE,
CHEMBL2105421,TINISULPRIDE,
CHEMBL2105423,SABIPORIDE,
CHEMBL2105424,ROMIFIDINE,
CHEMBL2105425,PERFLUBRODEC,
CHEMBL2105426,SETAZINDOL,
CHEMBL2105427,SALAZODINE,
CHEMBL2105428,OXALINAST,
CHEMBL2105429,PHENOMORPHAN,
CHEMBL2105430,TOBICILLIN,
CHEMBL2105432,SIFAPRAZINE,
CHEMBL2105433,PATAMOSTAT,
CHEMBL2105435,SIMFIBRATE,
CHEMBL2105436,OXYPENDYL,
CHEMBL2105437,SETOPERONE,
CHEMBL2105438,TENILOXAZINE,
CHEMBL2105439,ZILANTEL,
CHEMBL2105440,TIGESTOL,
CHEMBL2105441,TIENOCARBINE,
CHEMBL2105442,TIENOPRAMINE,
CHEMBL2105443,PERFOMEDIL,
CHEMBL2105444,PERBUFYLLINE,
CHEMBL2105445,TIFEMOXONE,
CHEMBL2105446,SEVOPRAMIDE,
CHEMBL2105447,TIFLOREX,
CHEMBL2105448,TAMETICILLIN,
CHEMBL2105449,SIMTRAZENE,
CHEMBL2105450,OXYCLOZANIDE,
CHEMBL2105451,PARCETASAL,
CHEMBL2105453,PERISOXAL,
CHEMBL2105454,OXAZAFONE,
CHEMBL2105455,PERADOXIME,
CHEMBL2105456,BUMADIZONE,76119
CHEMBL2105457,THOZALINONE,
CHEMBL2105458,THENALIDINE,
CHEMBL2105459,TIOPROPAMINE,
CHEMBL2105460,SEDECAMYCIN,
CHEMBL2105461,BUFENIODE,
CHEMBL2105462,TERFLURANOL,
CHEMBL2105463,TEXACROMIL,
CHEMBL2105464,SAFIRONIL,
CHEMBL2105465,TOFETRIDINE,
CHEMBL2105466,TERBEQUINIL,
CHEMBL2105467,TEZACITABINE,
CHEMBL2105468,PARAPENZOLATE BROMIDE,
CHEMBL2105469,OXISOPRED,
CHEMBL2105470,TIZABRIN,
CHEMBL2105471,TERBUPROL,
CHEMBL2105472,TENILAPINE,
CHEMBL2105473,OXAMISOLE HYDROCHLORIDE,
CHEMBL2105474,SULAZURIL,
CHEMBL2105475,BROXATEROL,
CHEMBL2105476,FLUNAMINE,
CHEMBL2105477,BROVANEXINE,
CHEMBL2105478,CYNARINE,
CHEMBL2105479,SULFONTEROL HYDROCHLORIDE,
CHEMBL2105481,ZETIDOLINE,
CHEMBL2105483,THURFYL NICOTINATE,
CHEMBL2105484,TILOZEPINE,
CHEMBL2105485,TOLCICLATE,
CHEMBL2105487,"SULFUR, PRECIPITATED",26833
CHEMBL2105488,THYMOTRINAN,
CHEMBL2105489,SOPITAZINE,
CHEMBL2105491,SULTROPONIUM,
CHEMBL2105492,SULTOSILIC ACID,
CHEMBL2105493,SULFACLOZINE,
CHEMBL2105494,ZINDOTRINE,
CHEMBL2105495,TISOCROMIDE,
CHEMBL2105496,SUFOTIDINE,
CHEMBL2105497,ZIPEPROL,
CHEMBL2105498,CYHALOTHRIN,4035
CHEMBL2105499,SULFAPERIN,
CHEMBL2105500,SULFAPYRIDINE SODIUM,
CHEMBL2105501,TERBUCROMIL,
CHEMBL2105502,SORAPRAZAN,
CHEMBL2105503,DETIVICICLOVIR,
CHEMBL2105504,SPIRGETINE,
CHEMBL2105505,SEQUIFENADINE,
CHEMBL2105506,SUCCISULFONE,
CHEMBL2105507,SPIRILENE,
CHEMBL2105508,SULFATROZOLE,
CHEMBL2105509,TEROFENAMATE,
CHEMBL2105510,ZINTEROL HYDROCHLORIDE,
CHEMBL2105512,SURICAINIDE MALEATE,
CHEMBL2105513,TOBUTEROL,
CHEMBL2105514,SPIROXASONE,
CHEMBL2105515,ETHYPICONE,
CHEMBL2105516,TECLOTHIAZIDE,
CHEMBL2105517,SUMETIZIDE,
CHEMBL2105518,CYPOTHRIN,
CHEMBL2105519,ACROCINONIDE,
CHEMBL2105520,FLUMETRAMIDE,
CHEMBL2105521,CAMIGLIBOSE,
CHEMBL2105523,ZAPIZOLAM,
CHEMBL2105524,BIFLURANOL,
CHEMBL2105525,CANBISOL,
CHEMBL2105526,SUMAROTENE,
CHEMBL2105527,TETRAZEPAM,
CHEMBL2105528,BISFENAZONE,
CHEMBL2105529,TENOSIPROL,
CHEMBL2105530,SULPHAMOPRINE,
CHEMBL2105531,SUPROCLONE,
CHEMBL2105532,ZELANDOPAM,
CHEMBL2105533,TORIPRISTONE,
CHEMBL2105534,ZOLIMIDINE,
CHEMBL2105535,BUFEZOLAC,
CHEMBL2105536,SULFACECOLE,
CHEMBL2105537,STEFFIMYCIN,
CHEMBL2105538,BROSOTAMIDE,
CHEMBL2105540,DEPRODONE,
CHEMBL2105541,UPENAZIME,
CHEMBL2105542,SATRANIDAZOLE,
CHEMBL2105543,TRALONIDE,
CHEMBL2105544,AMPHECLORAL,
CHEMBL2105545,VINPOLINE,
CHEMBL2105546,ADAMEXINE,
CHEMBL2105547,TOLPADOL,
CHEMBL2105548,ZOLENZEPINE,
CHEMBL2105549,TOLYCAINE,
CHEMBL2105550,TOLQUINZOLE,
CHEMBL2105551,LIMAZOCIC,
CHEMBL2105552,VINYLBITAL,
CHEMBL2105555,BENIDIPINE,
CHEMBL2105556,NAFTALOFOS,51962
CHEMBL2105557,SAVOXEPIN,
CHEMBL2105558,SAMPIRTINE,
CHEMBL2105559,VINTOPEROL,
CHEMBL2105560,TOLPIPRAZOLE,
CHEMBL2105561,SURICLONE,
CHEMBL2105562,TRILETIDE,
CHEMBL2105563,DIFEBARBAMATE,
CHEMBL2105564,TOLNAPERSINE,
CHEMBL2105565,TOSIFEN,
CHEMBL2105566,FENPROPOREX,
CHEMBL2105567,CEFALONIUM,
CHEMBL2105568,LINAROTENE,
CHEMBL2105569,TREPTILAMINE,
CHEMBL2105570,EGUALEN,85542
CHEMBL2105571,ETILEFRINE PIVALATE,
CHEMBL2105572,DOBUPRIDE,
CHEMBL2105573,ETOFENPROX,39348
CHEMBL2105575,GAPROMIDINE,
CHEMBL2105576,ETOLOREX,
