mirbase_id	mirbase_name	database	identifier	label
MI0013163	ssc-mir-628	ENTREZGENE	100498795	MIR628
MI0013164	ssc-mir-1285	ENTREZGENE	100498748	MIR1285
MI0013165	ssc-mir-335	ENTREZGENE	100498749	MIR335
MI0013166	ssc-mir-500	ENTREZGENE	100498777	MIR500
MI0013167	ssc-mir-324	ENTREZGENE	100498750	MIR324
MI0013168	ssc-mir-769	ENTREZGENE	100498796	MIR769
MI0013169	ssc-mir-129a	ENTREZGENE	100498751	MIR129A
MI0013170	ssc-mir-455	ENTREZGENE	100498752	MIR455
MI0013171	ssc-mir-505	ENTREZGENE	100498753	MIR505
MI0013172	ssc-mir-125b-1	ENTREZGENE	100498797	MIR125B-1
MI0013352	api-mir-137	ENTREZGENE	100630924	Mir137
MI0013353	api-mir-190	ENTREZGENE	100631017	Mir190
MI0013354	api-mir-10	ENTREZGENE	100630992	Mir10
MI0013355	api-mir-iab-4	ENTREZGENE	100631005	Miriab-4
MI0013356	api-bantam	ENTREZGENE	100630925	bantam
MI0013357	api-mir-1923	ENTREZGENE	100630926	Mir1923
MI0013358	api-mir-184a	ENTREZGENE	100630927	Mir184a
MI0013359	api-mir-276	ENTREZGENE	100631018	Mir276
MI0013360	api-mir-281	ENTREZGENE	100630993	Mir281
MI0013361	api-mir-993	ENTREZGENE	100630928	Mir993
MI0013634	gga-mir-2954	ENTREZGENE	100498678	MIR2954
MI0013878	api-mir-100	ENTREZGENE	100630929	Mir100
MI0013908	api-let-7	ENTREZGENE	100630930	Mirlet7
MI0013909	api-mir-1	ENTREZGENE	100631006	Mir1
MI0013910	api-mir-1000	ENTREZGENE	100631019	Mir1000
MI0013911	api-mir-124	ENTREZGENE	100631041	Mir124
MI0013912	api-mir-13a	ENTREZGENE	100630931	Mir13a
MI0013913	api-mir-14	ENTREZGENE	100630932	Mir14
MI0013914	api-mir-184b	ENTREZGENE	100630933	Mir184b
MI0013915	api-mir-210	ENTREZGENE	100631020	Mir210-1
MI0013917	api-mir-219	ENTREZGENE	100630994	Mir219
MI0013918	api-mir-263a	ENTREZGENE	100631007	Mir263a
MI0013919	api-mir-252a	ENTREZGENE	100630935	Mir252a
MI0013920	api-mir-263b	ENTREZGENE	100630936	Mir263b
MI0013921	api-mir-275	ENTREZGENE	100631021	Mir275
MI0013922	api-mir-277	ENTREZGENE	100630937	Mir277
MI0013923	api-mir-278	ENTREZGENE	100630995	Mir278
MI0013924	api-mir-279a	ENTREZGENE	100630938	Mir279a
MI0013925	api-mir-279b	ENTREZGENE	100630939	Mir279b
MI0013926	api-mir-29	ENTREZGENE	100631022	Mir29
MI0013927	api-mir-2a	ENTREZGENE	100631046	Mir2a
MI0013928	api-mir-2b	ENTREZGENE	100630940	Mir2b
MI0013929	api-mir-2c	ENTREZGENE	100630996	Mir2c
MI0013930	api-mir-307	ENTREZGENE	100630941	Mir307-1
MI0013932	api-mir-315	ENTREZGENE	100630942	Mir315
MI0013933	api-mir-316	ENTREZGENE	100630943	Mir316
MI0013934	api-mir-317	ENTREZGENE	100630944	Mir317
MI0013935	api-mir-34	ENTREZGENE	100631042	Mir34
MI0013936	api-mir-7	ENTREZGENE	100630945	Mir7
MI0013937	api-mir-71	ENTREZGENE	100631008	Mir71
MI0013938	api-mir-981	ENTREZGENE	100631024	Mir981
MI0013939	api-mir-8	ENTREZGENE	100630946	Mir8
MI0013940	api-mir-87b	ENTREZGENE	100630947	Mir87b
MI0013941	api-mir-87a	ENTREZGENE	100630997	Mir87a
MI0013942	api-mir-927	ENTREZGENE	100630948	Mir927
MI0013943	api-mir-929	ENTREZGENE	100631025	Mir929
MI0013944	api-mir-92a-1	ENTREZGENE	100630949	Mir92a-1
MI0013945	api-mir-92a-2	ENTREZGENE	100631009	Mir92a-2
MI0013946	api-mir-92b-1	ENTREZGENE	100630950	Mir92b-1
MI0013947	api-mir-92b-2	ENTREZGENE	100630998	Mir92b-2
MI0013948	api-mir-965	ENTREZGENE	100630951	Mir965
MI0013949	api-mir-971	ENTREZGENE	100631026	Mir971-1
MI0013951	api-mir-996	ENTREZGENE	100631027	Mir996-1
MI0013953	api-mir-998	ENTREZGENE	100630999	Mir998
MI0013954	api-mir-9a	ENTREZGENE	100631010	Mir9a
MI0013955	api-mir-9b	ENTREZGENE	100630954	Mir9b
MI0013956	api-mir-3015a-1	ENTREZGENE	100630955	Mir3015a-1
MI0013957	api-mir-3015a-2	ENTREZGENE	100631028	Mir3015a-2
MI0013958	api-mir-3016	ENTREZGENE	100630956	Mir3016
MI0013959	api-mir-3017a	ENTREZGENE	100631043	Mir3017a
MI0013960	api-mir-3015b	ENTREZGENE	100630957	Mir3015b
MI0013961	api-mir-3018	ENTREZGENE	100631011	Mir3018
MI0013962	api-mir-3019	ENTREZGENE	100630958	Mir3019
MI0013963	api-mir-3020	ENTREZGENE	100631029	Mir3020
MI0013964	api-mir-3021-1	ENTREZGENE	100630959	Mir3021
MI0013965	api-mir-3022	ENTREZGENE	100631000	Mir3022
MI0013966	api-mir-3023	ENTREZGENE	100630960	Mir3023
MI0013967	api-mir-3024	ENTREZGENE	100630961	Mir3024
MI0013968	api-mir-3025	ENTREZGENE	100631030	Mir3025
MI0013969	api-mir-3026	ENTREZGENE	100631012	Mir3026
MI0013970	api-mir-3027	ENTREZGENE	100630962	Mir3027
MI0013971	api-mir-3028	ENTREZGENE	100631001	Mir3028
MI0013972	api-mir-3029	ENTREZGENE	100630963	Mir3029
MI0013973	api-mir-3030	ENTREZGENE	100630964	Mir3030
MI0013974	api-mir-3031	ENTREZGENE	100631031	Mir3031
MI0013975	api-mir-3032	ENTREZGENE	100630965	Mir3032
MI0013976	api-mir-3033	ENTREZGENE	100630966	Mir3033
MI0013977	api-mir-3034	ENTREZGENE	100631044	Mir3034-1
MI0013979	api-mir-3035-1	ENTREZGENE	100630967	Mir3035-1
MI0013980	api-mir-3035-2	ENTREZGENE	100631032	Mir3035-2
MI0013981	api-mir-252b	ENTREZGENE	100630968	Mir252b
MI0013982	api-mir-3036-1	ENTREZGENE	100630969	Mir3036-1
MI0013983	api-mir-3036-2	ENTREZGENE	100631002	Mir3036-2
MI0013984	api-mir-3036-3	ENTREZGENE	100630970	Mir3036-3
MI0013985	api-mir-3036-4	ENTREZGENE	100631014	Mir3036-4
MI0013986	api-mir-3036-5	ENTREZGENE	100631033	Mir3036-5
MI0013987	api-mir-3037	ENTREZGENE	100630971	Mir3037
MI0013988	api-mir-3038	ENTREZGENE	100630972	Mir3038
MI0013989	api-mir-306	ENTREZGENE	100631003	Mir306
MI0013990	api-mir-3039	ENTREZGENE	100630973	Mir3039
MI0013991	api-mir-3040	ENTREZGENE	100631034	Mir3040
MI0013992	api-mir-3041	ENTREZGENE	100630974	Mir3041
MI0013993	api-mir-3042	ENTREZGENE	100631015	Mir3042
MI0013994	api-mir-3043-1	ENTREZGENE	100630975	Mir3043-1
MI0013995	api-mir-3043-2	ENTREZGENE	100631004	Mir3043-2
MI0013996	api-mir-3043-3	ENTREZGENE	100631035	Mir3043-3
MI0013997	api-mir-3044	ENTREZGENE	100630976	Mir3044
MI0013998	api-mir-3017b-1	ENTREZGENE	100630977	Mir3017b-1
MI0013999	api-mir-3017b-2	ENTREZGENE	100631016	Mir3017b-2
MI0014000	api-mir-3017b-3	ENTREZGENE	100630978	Mir3017b-3
MI0014001	api-mir-3045a	ENTREZGENE	100631045	Mir3045a
MI0014002	api-mir-3046	ENTREZGENE	100631036	Mir3046
MI0014003	api-mir-3047-1	ENTREZGENE	100630979	Mir3047-1
MI0014004	api-mir-3047-2	ENTREZGENE	100630980	Mir3047-2
MI0014005	api-mir-2765	ENTREZGENE	100630981	Mir2765
MI0014006	api-mir-3048	ENTREZGENE	100631037	Mir3048
MI0014007	api-mir-3049	ENTREZGENE	100630982	Mir3049
MI0014008	api-mir-2796	ENTREZGENE	100630983	Mir2796
MI0014009	api-mir-3050	ENTREZGENE	100630984	Mir3050
MI0014010	api-mir-3051-1	ENTREZGENE	100631038	Mir3051-1
MI0014011	api-mir-3051-2	ENTREZGENE	100630985	Mir3051-2
MI0014012	api-mir-3052	ENTREZGENE	100630986	Mir3052
MI0014013	api-mir-3015c	ENTREZGENE	100630987	Mir3015c-1
MI0014015	api-mir-3053	ENTREZGENE	100630988	Mir3053
MI0014016	api-mir-3045b	ENTREZGENE	100630989	Mir3045b
MI0014017	api-mir-3054	ENTREZGENE	100630990	Mir3054
MI0014018	api-mir-3055-1	ENTREZGENE	100631040	Mir3055
MI0014019	api-mir-3056	ENTREZGENE	100630991	Mir3056
MI0014020	mmu-mir-3057	ENTREZGENE	100526465	Mir3057
MI0014021	mmu-mir-1251	ENTREZGENE	100526517	Mir1251
MI0014022	mmu-mir-3060	ENTREZGENE	100526466	Mir3060
MI0014023	mmu-mir-3061	ENTREZGENE	100526467	Mir3061
MI0014024	mmu-mir-3062	ENTREZGENE	100526545	Mir3062
MI0014025	mmu-mir-3063	ENTREZGENE	100526468	Mir3063
MI0014026	mmu-mir-3064	ENTREZGENE	100526469	Mir3064
MI0014027	mmu-mir-3065	ENTREZGENE	100526518	Mir3065
MI0014028	mmu-mir-3066	ENTREZGENE	100526470	Mir3066
MI0014029	mmu-mir-3067	ENTREZGENE	100526532	Mir3067
MI0014030	mmu-mir-3068	ENTREZGENE	100526546	Mir3068
MI0014031	mmu-mir-3069	ENTREZGENE	100526471	Mir3069
MI0014032	mmu-mir-3070-1	ENTREZGENE	100526472	Mir3070a
MI0014033	mmu-mir-3070-2	ENTREZGENE	100526519	Mir3070b
MI0014034	mmu-mir-3071	ENTREZGENE	100526473	Mir3071
MI0014035	mmu-mir-3072	MGI	4441432	Mir3072
MI0014035	mmu-mir-3072	ENTREZGENE	100499517	Mir3072
MI0014036	mmu-mir-3073a	ENTREZGENE	100526547	Mir3073
MI0014037	mmu-mir-3074-1	ENTREZGENE	100526474	Mir3074-1
MI0014038	mmu-mir-3075	ENTREZGENE	100526533	Mir3075
MI0014039	mmu-mir-3076	ENTREZGENE	100526475	Mir3076
MI0014040	mmu-mir-3077	ENTREZGENE	100526476	Mir3077
MI0014041	mmu-mir-3078	ENTREZGENE	100526520	Mir3078
MI0014042	mmu-mir-3079	ENTREZGENE	100526548	Mir3079
MI0014043	mmu-mir-3080	ENTREZGENE	100526477	Mir3080
MI0014044	mmu-mir-3081	ENTREZGENE	100526478	Mir3081
MI0014045	mmu-mir-3082	ENTREZGENE	100526479	Mir3082
MI0014046	mmu-mir-3083	ENTREZGENE	100526534	Mir3083
MI0014047	mmu-mir-3084-1	ENTREZGENE	100526521	Mir3084
MI0014048	mmu-mir-3085	ENTREZGENE	100526549	Mir3085
MI0014049	mmu-mir-3086	ENTREZGENE	100526480	Mir3086
MI0014050	mmu-mir-466m	ENTREZGENE	100526481	Mir466m
MI0014051	mmu-mir-669d-2	ENTREZGENE	100526550	Mir669d-2
MI0014052	mmu-mir-466o	ENTREZGENE	100526482	Mir4660
MI0014053	mmu-mir-467a-2	MGI	3719571	Mir467a-2
MI0014053	mmu-mir-467a-2	ENTREZGENE	100526522	Mir467a-2
MI0014054	mmu-mir-669a-4	ENTREZGENE	100526535	Mir669a-4
MI0014055	mmu-mir-669a-5	ENTREZGENE	100526483	Mir669a-5
MI0014056	mmu-mir-467a-3	MGI	3719572	Mir467a-3
MI0014056	mmu-mir-467a-3	ENTREZGENE	100526484	Mir467a-3
MI0014057	mmu-mir-466c-2	MGI	3720016	Mir466c-2
MI0014057	mmu-mir-466c-2	ENTREZGENE	100526551	Mir466c-2
MI0014058	mmu-mir-669a-6	ENTREZGENE	100526485	Mir669a-6
MI0014059	mmu-mir-467a-4	MGI	3719573	Mir467a-4
MI0014059	mmu-mir-467a-4	ENTREZGENE	100526523	Mir467a-4
MI0014060	mmu-mir-466b-4	ENTREZGENE	100526486	Mir466b-4
MI0014061	mmu-mir-669a-7	ENTREZGENE	100526536	Mir669a-7
MI0014062	mmu-mir-467a-5	MGI	3719574	Mir467a-5
MI0014062	mmu-mir-467a-5	ENTREZGENE	100526487	Mir467a-5
MI0014063	mmu-mir-466b-5	ENTREZGENE	100526488	Mir466b-5
MI0014064	mmu-mir-669p-1	ENTREZGENE	100526552	Mir669p-1
MI0014065	mmu-mir-467a-6	MGI	3719576	Mir467a-6
MI0014065	mmu-mir-467a-6	ENTREZGENE	100526537	Mir467a-6
MI0014066	mmu-mir-669a-8	ENTREZGENE	100526489	Mir669a-8
MI0014067	mmu-mir-466b-6	ENTREZGENE	100526490	Mir466b-6
MI0014068	mmu-mir-669a-9	ENTREZGENE	100526491	Mir669a-9
MI0014069	mmu-mir-467a-7	MGI	3719577	Mir467a-7
MI0014069	mmu-mir-467a-7	ENTREZGENE	100526553	Mir467a-7
MI0014070	mmu-mir-466b-7	ENTREZGENE	100526492	Mir466b-7
MI0014071	mmu-mir-669p-2	ENTREZGENE	100526538	Mir669p-2
MI0014072	mmu-mir-467a-8	MGI	3719578	Mir467a-8
MI0014072	mmu-mir-467a-8	ENTREZGENE	100526493	Mir467a-8
MI0014073	mmu-mir-669a-10	ENTREZGENE	100526494	Mir669a-10
MI0014074	mmu-mir-467a-9	ENTREZGENE	100526554	Mir467a-9
MI0014075	mmu-mir-669a-11	ENTREZGENE	100526495	Mir669a-11
MI0014076	mmu-mir-467a-10	ENTREZGENE	100526539	Mir467a-10
MI0014077	mmu-mir-669a-12	ENTREZGENE	100526496	Mir669a-12
MI0014078	mmu-mir-466p	ENTREZGENE	100526497	Mir466p
MI0014079	mmu-mir-466n	ENTREZGENE	100526524	Mir466n
MI0014080	mmu-mir-3087	ENTREZGENE	100526555	Mir3087
MI0014081	mmu-mir-3088	ENTREZGENE	100526498	Mir3088
MI0014082	mmu-mir-3089	ENTREZGENE	100526499	Mir3089
MI0014083	mmu-mir-3090	ENTREZGENE	100526500	Mir3090
MI0014084	mmu-mir-3091	ENTREZGENE	100526556	Mir3091
MI0014085	mmu-mir-3092	ENTREZGENE	100526525	Mir3092
MI0014086	mmu-mir-3093	ENTREZGENE	100526540	Mir3093
MI0014087	mmu-mir-3094	ENTREZGENE	100526501	Mir3094
MI0014088	mmu-mir-3095	ENTREZGENE	100526502	Mir3095
MI0014090	mmu-mir-3097	ENTREZGENE	100526557	Mir3097
MI0014091	mmu-mir-3098	ENTREZGENE	100526526	Mir3098
MI0014092	mmu-mir-3100	ENTREZGENE	100526504	Mir3100
MI0014093	mmu-mir-3101	ENTREZGENE	100526505	Mir3101
MI0014094	mmu-mir-344e	ENTREZGENE	100526541	Mir344e
MI0014095	mmu-mir-344b	ENTREZGENE	100526558	Mir344b
MI0014096	mmu-mir-344c	ENTREZGENE	100526506	Mir344c
MI0014097	mmu-mir-344g	ENTREZGENE	100526507	Mir344g
MI0014098	mmu-mir-344f	ENTREZGENE	100526527	Mir344f
MI0014099	mmu-mir-3102	ENTREZGENE	100526508	Mir3102
MI0014100	mmu-mir-3103	ENTREZGENE	100526559	Mir3103
MI0014101	mmu-mir-3104	ENTREZGENE	100526509	Mir3104
MI0014102	mmu-mir-3105	ENTREZGENE	100526562	Mir3105
MI0014103	mmu-mir-486b	ENTREZGENE	100526510	Mir3107
MI0014104	mmu-mir-3074-2	ENTREZGENE	100526528	Mir3074-2
MI0014105	mmu-mir-3108	ENTREZGENE	100526511	Mir3108
MI0014106	mmu-mir-3109	ENTREZGENE	100526560	Mir3109
MI0014107	mmu-mir-3110	ENTREZGENE	100526512	Mir3110
MI0014108	mmu-mir-374c	ENTREZGENE	100526513	Mir374c
MI0014109	mmu-mir-3112	ENTREZGENE	100526514	Mir3112
MI0014110	mmu-mir-1912	ENTREZGENE	100526529	Mir1912
MI0014111	mmu-mir-3113	ENTREZGENE	100526542	Mir3113
MI0014112	mmu-mir-466b-8	ENTREZGENE	100526561	Mir466b-8
MI0014127	hsa-mir-3115	ENTREZGENE	100422866	MIR3115
MI0014128	hsa-mir-3116-1	ENTREZGENE	100422902	MIR3116-1
MI0014129	hsa-mir-3116-2	ENTREZGENE	100422946	MIR3116-2
MI0014130	hsa-mir-3117	ENTREZGENE	100422871	MIR3117
MI0014134	hsa-mir-3119-1	ENTREZGENE	100422839	MIR3119-1
MI0014135	hsa-mir-3119-2	ENTREZGENE	100423010	MIR3119-2
MI0014136	hsa-mir-3120	ENTREZGENE	100422882	MIR3120
MI0014137	hsa-mir-3121	ENTREZGENE	100423032	MIR3121
MI0014138	hsa-mir-3122	ENTREZGENE	100422947	MIR3122
MI0014139	hsa-mir-3123	ENTREZGENE	100422856	MIR3123
MI0014140	hsa-mir-3124	ENTREZGENE	100422879	MIR3124
MI0014141	hsa-mir-548s	ENTREZGENE	100422862	MIR548S
MI0014142	hsa-mir-3125	ENTREZGENE	100422986	MIR3125
MI0014143	hsa-mir-3126	ENTREZGENE	100423030	MIR3126
MI0014144	hsa-mir-3127	ENTREZGENE	100422928	MIR3127
MI0014145	hsa-mir-3128	ENTREZGENE	100422824	MIR3128
MI0014146	hsa-mir-3129	ENTREZGENE	100422908	MIR3129
MI0014147	hsa-mir-3130-1	ENTREZGENE	100422993	MIR3130-1
MI0014148	hsa-mir-3130-2	ENTREZGENE	100423002	MIR3130-2
MI0014151	hsa-mir-3131	ENTREZGENE	100422957	MIR3131
MI0014152	hsa-mir-3132	ENTREZGENE	100423039	MIR3132
MI0014153	hsa-mir-3133	ENTREZGENE	100422942	MIR3133
MI0014154	hsa-mir-378b	ENTREZGENE	100422933	MIR378B
MI0014155	hsa-mir-3134	ENTREZGENE	100422990	MIR3134
MI0014156	hsa-mir-3135a	ENTREZGENE	100422901	MIR3135
MI0014157	hsa-mir-466	ENTREZGENE	100423038	MIR466
MI0014158	hsa-mir-3136	ENTREZGENE	100422859	MIR3136
MI0014159	hsa-mir-544b	ENTREZGENE	100422864	MIR544B
MI0014160	hsa-mir-3137	ENTREZGENE	100422926	MIR3137
MI0014161	hsa-mir-3138	ENTREZGENE	100423011	MIR3138
MI0014162	hsa-mir-3139	ENTREZGENE	100423017	MIR3139
MI0014163	hsa-mir-3140	ENTREZGENE	100422896	MIR3140
MI0014164	hsa-mir-548t	ENTREZGENE	100422849	MIR548T
MI0014165	hsa-mir-3141	ENTREZGENE	100422950	MIR3141
MI0014166	hsa-mir-3142	ENTREZGENE	100422938	MIR3142
MI0014167	hsa-mir-3143	ENTREZGENE	100422934	MIR3143
MI0014168	hsa-mir-548u	ENTREZGENE	100422884	MIR548U
MI0014169	hsa-mir-3144	ENTREZGENE	100422951	MIR3144
MI0014170	hsa-mir-3145	ENTREZGENE	100423001	MIR3145
MI0014171	hsa-mir-1273c	ENTREZGENE	100422821	MIR1273C
MI0014172	hsa-mir-3146	ENTREZGENE	100422967	MIR3146
MI0014173	hsa-mir-3147	ENTREZGENE	100422939	MIR3147
MI0014174	hsa-mir-548v	ENTREZGENE	100422850	MIR548V
MI0014175	hsa-mir-3148	ENTREZGENE	100422876	MIR3148
MI0014176	hsa-mir-3149	ENTREZGENE	100422921	MIR3149
MI0014177	hsa-mir-3150a	ENTREZGENE	100422964	MIR3150A
MI0014178	hsa-mir-3151	ENTREZGENE	100422992	MIR3151
MI0014179	hsa-mir-3152	ENTREZGENE	100422869	MIR3152
MI0014180	hsa-mir-3153	ENTREZGENE	100422936	MIR3153
MI0014181	hsa-mir-3074	ENTREZGENE	100422842	MIR3074
MI0014182	hsa-mir-3154	ENTREZGENE	100422893	MIR3154
MI0014183	hsa-mir-3155a	ENTREZGENE	100422989	MIR3155
MI0014184	hsa-mir-3156-1	ENTREZGENE	100422988	MIR3156-1
MI0014185	hsa-mir-3157	ENTREZGENE	100422892	MIR3157
MI0014186	hsa-mir-3158-1	ENTREZGENE	100422900	MIR3158-1
MI0014187	hsa-mir-3158-2	ENTREZGENE	100423033	MIR3158-2
MI0014188	hsa-mir-3159	ENTREZGENE	100423016	MIR3159
MI0014189	hsa-mir-3160-1	ENTREZGENE	100422827	MIR3160-1
MI0014190	hsa-mir-3160-2	ENTREZGENE	100422825	MIR3160-2
MI0014191	hsa-mir-3161	ENTREZGENE	100423000	MIR3161
MI0014192	hsa-mir-3162	ENTREZGENE	100422880	MIR3162
MI0014193	hsa-mir-3163	ENTREZGENE	100423029	MIR3163
MI0014194	hsa-mir-3164	ENTREZGENE	100422846	MIR3164
MI0014195	hsa-mir-3165	ENTREZGENE	100422953	MIR3165
MI0014196	hsa-mir-3166	ENTREZGENE	100423040	MIR3166
MI0014197	hsa-mir-1260b	ENTREZGENE	100422991	MIR1260B
MI0014198	hsa-mir-3167	ENTREZGENE	100422918	MIR3167
MI0014199	hsa-mir-3168	ENTREZGENE	100422878	MIR3168
MI0014200	hsa-mir-3169	ENTREZGENE	100422973	MIR3169
MI0014201	hsa-mir-3170	ENTREZGENE	100422881	MIR3170
MI0014202	hsa-mir-3171	ENTREZGENE	100422830	MIR3171
MI0014204	hsa-mir-3173	ENTREZGENE	100422981	MIR3173
MI0014205	hsa-mir-1193	ENTREZGENE	100422837	MIR1193
MI0014206	hsa-mir-323b	ENTREZGENE	100422958	MIR323B
MI0014208	hsa-mir-3174	ENTREZGENE	100422841	MIR3174
MI0014209	hsa-mir-3175	ENTREZGENE	100422995	MIR3175
MI0014210	hsa-mir-3176	ENTREZGENE	100423037	MIR3176
MI0014211	hsa-mir-3177	ENTREZGENE	100423012	MIR3177
MI0014212	hsa-mir-3178	ENTREZGENE	100422974	MIR3178
MI0014213	hsa-mir-3179-1	ENTREZGENE	100422960	MIR3179-1
MI0014214	hsa-mir-3180-1	ENTREZGENE	100422870	MIR3180-1
MI0014215	hsa-mir-3180-2	ENTREZGENE	100422956	MIR3180-2
MI0014216	hsa-mir-3179-2	ENTREZGENE	100422886	MIR3179-2
MI0014217	hsa-mir-3180-3	ENTREZGENE	100422836	MIR3180-3
MI0014221	hsa-mir-3179-3	ENTREZGENE	100423006	MIR3179-3
MI0014222	hsa-mir-548w	ENTREZGENE	100422923	MIR548W
MI0014223	hsa-mir-3181	ENTREZGENE	100422972	MIR3181
MI0014224	hsa-mir-3182	ENTREZGENE	100422853	MIR3182
MI0014225	hsa-mir-3183	ENTREZGENE	100422835	MIR3183
MI0014226	hsa-mir-3184	ENTREZGENE	100423003	MIR3184
MI0014227	hsa-mir-3185	ENTREZGENE	100422978	MIR3185
MI0014228	hsa-mir-3065	ENTREZGENE	100422915	MIR3065
MI0014229	hsa-mir-3186	ENTREZGENE	100422944	MIR3186
MI0014230	hsa-mir-3156-2	ENTREZGENE	100422907	MIR3156-2
MI0014231	hsa-mir-3187	ENTREZGENE	100422854	MIR3187
MI0014232	hsa-mir-3188	ENTREZGENE	100422833	MIR3188
MI0014233	hsa-mir-3189	ENTREZGENE	100422943	MIR3189
MI0014234	hsa-mir-320e	ENTREZGENE	100422913	MIR320E
MI0014235	hsa-mir-3190	ENTREZGENE	100422899	MIR3190
MI0014236	hsa-mir-3191	ENTREZGENE	100422832	MIR3191
MI0014237	hsa-mir-3192	ENTREZGENE	100422875	MIR3192
MI0014238	hsa-mir-3193	ENTREZGENE	100422904	MIR3193
MI0014239	hsa-mir-3194	ENTREZGENE	100422889	MIR3194
MI0014240	hsa-mir-3195	ENTREZGENE	100422838	MIR3195
MI0014241	hsa-mir-3196	ENTREZGENE	100423014	MIR3196
MI0014242	hsa-mir-3156-3	ENTREZGENE	100423018	MIR3156-3
MI0014244	hsa-mir-548x	ENTREZGENE	100422920	MIR548X
MI0014245	hsa-mir-3197	ENTREZGENE	100423023	MIR3197
MI0014246	hsa-mir-3198-1	ENTREZGENE	100423025	MIR3198-1
MI0014247	hsa-mir-3199-1	ENTREZGENE	100423034	MIR3199-1
MI0014248	hsa-mir-3199-2	ENTREZGENE	100422998	MIR3199-2
MI0014249	hsa-mir-3200	ENTREZGENE	100422912	MIR3200
MI0014250	hsa-mir-3201	ENTREZGENE	100422916	MIR3201
MI0014251	hsa-mir-514b	ENTREZGENE	100422847	MIR514B
MI0014252	hsa-mir-3202-1	ENTREZGENE	100422987	MIR3202-1
MI0014253	hsa-mir-3202-2	ENTREZGENE	100422877	MIR3202-2
MI0014497	bta-mir-2284w	ENTREZGENE	100526411	MIR2284W
MI0014498	bta-mir-3431	ENTREZGENE	100526412	MIR3431
MI0014499	bta-mir-2284x	ENTREZGENE	100526413	MIR2284X
MI0014500	bta-mir-3432a-1	ENTREZGENE	100526414	MIR3432-1
MI0014501	bta-mir-3432a-2	ENTREZGENE	100526415	MIR3432-2
MI0014696	mmu-mir-3470a	MGI	4441434	Mir3470a
MI0014696	mmu-mir-3470a	ENTREZGENE	100499518	Mir3470a
MI0014697	mmu-mir-3470b	MGI	4441435	Mir3470b
MI0014697	mmu-mir-3470b	ENTREZGENE	100499519	Mir3470b
MI0014699	mmu-mir-3471-1	MGI	4441436	Mir3471-1
MI0014699	mmu-mir-3471-1	ENTREZGENE	100499521	Mir3471-1
MI0014701	mmu-mir-3471-2	MGI	4441437	Mir3471-2
MI0014701	mmu-mir-3471-2	ENTREZGENE	100499523	Mir3471-2
MI0014704	mmu-mir-3472	MGI	4441439	Mir3472
MI0014704	mmu-mir-3472	ENTREZGENE	100499526	Mir3472
MI0014706	mmu-mir-3473a	MGI	4441440	Mir3473
MI0014706	mmu-mir-3473a	ENTREZGENE	100499528	Mir3473
MI0014707	mmu-mir-3474	MGI	4441441	Mir3474
MI0014707	mmu-mir-3474	ENTREZGENE	100499529	Mir3474
MI0014716	nvi-mir-14	ENTREZGENE	100526319	Mir14
MI0014717	nvi-mir-29b	ENTREZGENE	100526320	Mir29b
MI0014718	nvi-mir-33	ENTREZGENE	100526321	Mir33
MI0014719	nvi-mir-281	ENTREZGENE	100526356	Mir281
MI0014720	nvi-mir-7	ENTREZGENE	100526362	Mir7
MI0014721	nvi-mir-137	ENTREZGENE	100526322	Mir137
MI0014722	nvi-mir-31a	ENTREZGENE	100526323	Mir31a
MI0014723	nvi-mir-71	ENTREZGENE	100526348	Mir71
MI0014724	nvi-mir-2c	ENTREZGENE	100526363	Mir2c
MI0014725	nvi-mir-13a	ENTREZGENE	100526324	Mir13a
MI0014726	nvi-mir-13b	ENTREZGENE	100526325	Mir13b
MI0014727	nvi-mir-2a	ENTREZGENE	100526326	Mir2a
MI0014728	nvi-mir-2b	ENTREZGENE	100526364	Mir2b
MI0014729	nvi-mir-92a	ENTREZGENE	100526349	Mir92a
MI0014730	nvi-mir-283	ENTREZGENE	100526357	Mir283
MI0014731	nvi-mir-12	ENTREZGENE	100526327	Mir12
MI0014732	nvi-mir-184	ENTREZGENE	100526328	Mir184
MI0014733	nvi-mir-929	ENTREZGENE	100526329	Mir929
MI0014734	nvi-mir-190	ENTREZGENE	100526365	Mir190
MI0014735	nvi-mir-iab-8	ENTREZGENE	100526350	Miriab-8
MI0014736	nvi-mir-iab-4	ENTREZGENE	100526330	Miriab-4
MI0014737	nvi-mir-10	ENTREZGENE	100526331	Mir10
MI0014738	nvi-mir-100	ENTREZGENE	100526332	Mir100
MI0014739	nvi-let-7	ENTREZGENE	100526358	Mirlet7
MI0014740	nvi-mir-125	ENTREZGENE	100526366	Mir125
MI0014741	nvi-mir-2796	ENTREZGENE	100526351	Mir2796
MI0014742	nvi-mir-279	ENTREZGENE	100526333	Mir279
MI0014743	nvi-mir-34	ENTREZGENE	100526334	Mir34
MI0014744	nvi-mir-277	ENTREZGENE	100526335	Mir277
MI0014745	nvi-mir-317	ENTREZGENE	100526367	Mir317
MI0014746	nvi-mir-275	ENTREZGENE	100526336	Mir275
MI0014747	nvi-mir-305	ENTREZGENE	100526352	Mir305
MI0014748	nvi-mir-276	ENTREZGENE	100526337	Mir276
MI0014749	nvi-mir-124	ENTREZGENE	100526359	Mir124
MI0014750	nvi-mir-315	ENTREZGENE	100526338	Mir315
