hp_id	name
HP:0100480	Proximal/middle symphalangism of 3rd toe
HP:0100481	Proximal/middle symphalangism of 4th toe
HP:0100482	Proximal/middle symphalangism of 5th toe
HP:0100483	Symphalangism of the proximal phalanx of the 2nd toe with the 2nd metatarsal
HP:0100484	Symphalangism of the proximal phalanx of the 3rd toe with the 3rd metatarsal
HP:0100485	Symphalangism of the proximal phalanx of the 4th toe with the 4th metatarsal
HP:0100486	Symphalangism of the proximal phalanx of the 5th toe with the 5th metatarsal
HP:0100487	Triangular shaped distal phalanx of the 5th toe
HP:0100488	Synostosis of the proximal phalanx of the hallux with the 1st metatarsal
HP:0100489	Proximal/middle symphalangism of 2nd toe
HP:0100490	Camptodactyly of finger
HP:0100491	Abnormality of lower limb joint
HP:0100492	Joint contractures involving the joints of the feet
HP:0100493	Hypoammonemia
HP:0100494	Abnormal mast cell morphology
HP:0100495	Mastocytosis
HP:0100496	Abnormality of the vitamin B3 metabolism
HP:0100497	Vitamin B3 deficiency
HP:0100498	Deviation of toes
HP:0100499	Tibial deviation of toes
HP:0100500	Fibular deviation of toes
HP:0100501	Recurrent bronchiolitis
HP:0100502	Vitamin B12 deficiency
HP:0100503	Low levels of vitamin B1
HP:0100504	Low levels of vitamin B2
HP:0100505	Low levels of vitamin B5
HP:0100506	Low levels of vitamin B8
HP:0100507	Reduced blood folate concentration
HP:0100508	Abnormality of vitamin metabolism
HP:0100509	Abnormality of vitamin C metabolism
HP:0100510	Low levels of vitamin C
HP:0100511	Abnormality of vitamin D metabolism
HP:0100512	Low levels of vitamin D
HP:0100513	Low levels of vitamin E
HP:0100514	Abnormality of vitamin E metabolism
HP:0100515	Pollakisuria
HP:0100516	Neoplasm of the ureter
HP:0100517	Neoplasm of the urethra
HP:0100518	Dysuria
HP:0100519	Anuria
HP:0100520	Oliguria
HP:0100521	Neoplasm of the thymus
HP:0100522	Thymoma
HP:0100523	Liver abscess
HP:0100524	Limb duplication
HP:0100525	Urachus fistula
HP:0100526	Neoplasm of the lung
HP:0100527	Neoplasia of the pleura
HP:0100528	Pleuropulmonary blastoma
HP:0100529	Abnormal blood phosphate concentration
HP:0100530	Abnormal calcium-phosphate regulating hormone level
HP:0100531	Wind-swept deformity of the knees
HP:0100532	Scleritis
HP:0100533	Inflammatory abnormality of the eye
HP:0100534	Episcleritis
HP:0100535	Tibiofibular diastasis
HP:0100536	Abnormality of the fascia
HP:0100537	Fasciitis
HP:0100538	Abnormality of the supraorbital ridges
HP:0100539	Periorbital edema
HP:0100540	Palpebral edema
HP:0100541	Femoral hernia
HP:0100542	Abnormal localization of kidney
HP:0100543	Cognitive impairment
HP:0100544	Neoplasm of the heart
HP:0100545	Arterial stenosis
HP:0100546	Carotid artery stenosis
HP:0100547	Abnormality of forebrain morphology
HP:0100548	Exstrophy
HP:0100550	Tendon rupture
HP:0100551	Neoplasm of the trachea
HP:0100552	Neoplasm of the tracheobronchial system
HP:0100553	Hemihypertrophy of lower limb
HP:0100554	Hemihypertrophy of upper limb
HP:0100555	Asymmetric growth
HP:0100556	Hemiatrophy
HP:0100557	Hemiatrophy of lower limb
HP:0100558	Hemiatrophy of upper limb
HP:0100559	Lower limb asymmetry
HP:0100560	Upper limb asymmetry
HP:0100561	Spinal cord lesion
HP:0100562	Diplomyelia
HP:0100563	Diastomatomyelia
HP:0100564	Triplomyelia
HP:0100565	Hydromyelia
HP:0100566	Amyelia
HP:0100568	Neoplasm of the endocrine system
HP:0100569	Abnormally ossified vertebrae
HP:0100570	Carcinoid tumor
HP:0100571	Cardiac diverticulum
HP:0100572	Fibrous cardiac diverticulum
HP:0100573	Muscular cardiac diverticulum
HP:0100574	Biliary tract neoplasm
HP:0100575	Neoplasm of the gallbladder
HP:0100576	Amaurosis fugax
HP:0100577	Urinary bladder inflammation
HP:0100578	Lipoatrophy
HP:0100579	Mucosal telangiectasiae
HP:0100580	Barrett esophagus
HP:0100581	Dilatation of renal calices
HP:0100582	Nasal polyposis
HP:0100583	Corneal perforation
HP:0100584	Endocarditis
HP:0100585	Telangiectasia of the skin
HP:0100586	Aseptic leukocyturia
HP:0100587	Abnormality of the preputium
HP:0100588	Paraphimosis
HP:0100589	Urogenital fistula
HP:0100590	Rectal fistula
HP:0100592	Peritoneal abscess
HP:0100593	Calcification of cartilage
HP:0100594	Esophageal web
HP:0100595	Camptocormia
HP:0100596	Absent nares
HP:0100598	Pulmonary edema
HP:0100599	Bifid penis
HP:0100600	Penoscrotal transposition
HP:0100601	Eclampsia
HP:0100602	Preeclampsia
HP:0100603	Toxemia of pregnancy
HP:0100604	Neoplasm of the lip
HP:0100605	Neoplasm of the larynx
HP:0100606	Neoplasm of the respiratory system
HP:0100607	Dysmenorrhea
HP:0100608	Metrorrhagia
HP:0100610	Maternal hyperphenylalaninemia
HP:0100611	Multiple glomerular cysts
HP:0100612	Odontogenic neoplasm
HP:0100613	Death in early adulthood
HP:0100614	Myositis
HP:0100615	Ovarian neoplasm
HP:0100616	Testicular teratoma
HP:0100617	Testicular seminoma
HP:0100618	Leydig cell neoplasia
HP:0100619	Sertoli cell neoplasm
HP:0100620	Germinoma
HP:0100621	Dysgerminoma
HP:0100622	Maternal seizures
HP:0100623	Abnormality of corpus cavernosum
HP:0100624	Corpus cavernosum sclerosis
HP:0100625	Enlarged thorax
HP:0100626	Chronic hepatic failure
HP:0100627	Displacement of the urethral meatus
HP:0100628	Esophageal diverticulum
HP:0100629	Midline facial cleft
HP:0100630	Neoplasia of the nasopharynx
HP:0100631	Neoplasm of the adrenal gland
HP:0100632	Pulmonary sequestration
HP:0100633	Esophagitis
HP:0100634	Neuroendocrine neoplasm
HP:0100635	Carotid paraganglioma
HP:0100636	Pulmonary paraglioma
HP:0100638	Neoplasm of the pharynx
HP:0100639	Erectile abnormalities
HP:0100640	Laryngeal cyst
HP:0100641	Neoplasm of the adrenal cortex
HP:0100642	Neoplasm of the adrenal medulla
HP:0100643	Abnormality of nail color
HP:0100644	Melanonychia
HP:0100645	Cystocele
HP:0100646	Thyroiditis
HP:0100647	Graves disease
HP:0100648	Neoplasm of the tongue
HP:0100649	Neoplasm of the oral cavity
HP:0100650	Vaginal neoplasm
HP:0100651	Type I diabetes mellitus
HP:0100653	Optic neuritis
HP:0100654	Retrobulbar optic neuritis
HP:0100656	Thoracoabdominal wall defect
HP:0100657	Thoracoabdominal eventration
HP:0100658	Cellulitis
HP:0100659	Abnormality of the cerebral vasculature
HP:0100660	Dyskinesia
HP:0100661	Trigeminal neuralgia
HP:0100662	Chondritis
HP:0100663	Synotia
HP:0100665	Angioedema
HP:0100668	Intestinal duplication
HP:0100669	Abnormal pigmentation of the oral mucosa
HP:0100670	Rough bone trabeculation
HP:0100671	Abnormal trabecular bone morphology
HP:0100672	Vaginal hernia
HP:0100673	Vaginal hydrocele
HP:0100674	Vaginal hematocele
HP:0100675	Vaginal pyocele
HP:0100676	Vaginal lymphocele
HP:0100677	Vulval varicose vein
HP:0100678	Premature skin wrinkling
HP:0100679	Lack of skin elasticity
HP:0100681	Esophageal duplication
HP:0100682	Tracheal atresia
HP:0100684	Salivary gland neoplasm
HP:0100685	Abnormal Sharpey fiber morphology
HP:0100686	Enthesitis
HP:0100687	Polyotia
HP:0100689	Decreased corneal thickness
HP:0100690	Mosaic central corneal dystrophy
HP:0100691	Abnormality of the curvature of the cornea
HP:0100692	Increased corneal curvature
HP:0100693	Iridodonesis
HP:0100694	Tibial torsion
HP:0100695	Lipedema
HP:0100697	Neurofibrosarcoma
HP:0100698	Subcutaneous neurofibromas
HP:0100699	Scarring
HP:0100700	Abnormal arachnoid mater morphology
HP:0100701	Abnormal pia mater
HP:0100702	Arachnoid cyst
HP:0100703	Tongue thrusting
HP:0100704	Cerebral visual impairment
HP:0100705	Abnormality of the glial cells
HP:0100706	Abnormality of the oligodendroglia
HP:0100707	Abnormality of the astrocytes
HP:0100708	Abnormality of the microglia
HP:0100709	Reduction of oligodendroglia
HP:0100710	Impulsivity
HP:0100711	Abnormality of the thoracic spine
HP:0100712	Abnormality of the lumbar spine
HP:0100716	Self-injurious behavior
HP:0100717	Abnormality of the cementum
HP:0100718	Uterine rupture
HP:0100719	Lens coloboma
HP:0100720	Hypoplasia of the ear cartilage
HP:0100721	Mediastinal lymphadenopathy
HP:0100723	Gastrointestinal stroma tumor
HP:0100724	Hypercoagulability
HP:0100725	Lichenification
HP:0100726	Kaposi's sarcoma
HP:0100727	Histiocytosis
HP:0100728	Germ cell neoplasia
HP:0100729	Large face
HP:0100730	Bronchogenic cyst
HP:0100731	Transverse facial cleft
HP:0100732	Pancreatic fibrosis
HP:0100733	Neoplasm of the parathyroid gland
HP:0100734	Abnormality of vertebral epiphysis morphology
HP:0100735	Hypertensive crisis
HP:0100736	Abnormal soft palate morphology
HP:0100737	Abnormal hard palate morphology
HP:0100738	Abnormal eating behavior
HP:0100739	Bulimia
HP:0100742	Vascular neoplasm
HP:0100743	Neoplasm of the rectum
HP:0100744	Abnormality of the humeroradial joint
HP:0100745	Abnormality of the humeroulnar joint
HP:0100746	Macrodactyly of finger
HP:0100747	Macrodactyly of toe
HP:0100748	Muscular edema
HP:0100749	Chest pain
HP:0100750	Atelectasis
HP:0100751	Esophageal neoplasm
HP:0100752	Abnormal liver lobulation
HP:0100753	Schizophrenia
HP:0100754	Mania
HP:0100755	Abnormality of salivation
HP:0100757	Pancreatoblastoma
HP:0100758	Gangrene
HP:0100759	Clubbing of fingers
HP:0100760	Clubbing of toes
HP:0100761	Visceral angiomatosis
HP:0100762	Hemobilia
HP:0100763	Abnormality of the lymphatic system
HP:0100764	Lymphangioma
HP:0100765	Abnormality of the tonsils
HP:0100766	Abnormal lymphatic vessel morphology
HP:0100767	Abnormality of the placenta
HP:0100768	Choriocarcinoma
HP:0100769	Synovitis
HP:0100770	Hyperperistalsis
HP:0100771	Hypoperistalsis
HP:0100773	Cartilage destruction
HP:0100774	Hyperostosis
HP:0100775	Dural ectasia
HP:0100776	Recurrent pharyngitis
HP:0100777	Exostoses
HP:0100778	Cryoglobulinemia
HP:0100779	Urogenital sinus anomaly
HP:0100780	Conjunctival hamartoma
HP:0100781	Abnormality of the sacroiliac joint
HP:0100783	Breast aplasia
HP:0100784	Peripheral arteriovenous fistula
HP:0100785	Insomnia
HP:0100786	Hypersomnia
HP:0100787	Prostate neoplasm
HP:0100788	Fused lips
HP:0100789	Torus palatinus
HP:0100790	Hernia
HP:0100792	Acantholysis
HP:0100795	Abnormally straight spine
HP:0100796	Orchitis
HP:0100797	Toenail dysplasia
HP:0100798	Fingernail dysplasia
HP:0100799	Neoplasm of the middle ear
HP:0100800	Aplasia/Hypoplasia of the pancreas
HP:0100801	Pancreatic aplasia
HP:0100802	Malposition of the stomach
HP:0100803	Abnormality of the periungual region
HP:0100804	Ungual fibroma
HP:0100806	Sepsis
HP:0100807	Long fingers
HP:0100808	Gastric diverticulum
HP:0100809	Scalp tenderness
HP:0100810	Pointed helix
HP:0100811	Aplasia/Hypoplasia of the colon
HP:0100812	Halitosis
HP:0100813	Testicular torsion
HP:0100814	Blue nevus
HP:0100816	Lip hyperpigmentation
HP:0100817	Renovascular hypertension
HP:0100818	Long thorax
HP:0100819	Intestinal fistula
HP:0100820	Glomerulopathy
HP:0100821	Urethrocele
HP:0100822	Rectocele
HP:0100823	Genital hernia
HP:0100825	Cheilitis
HP:0100826	Neoplasm of the nail
HP:0100827	Lymphocytosis
HP:0100828	Increased T cell count
HP:0100829	Galactorrhea
HP:0100830	Round ear
HP:0100831	Abnormality of vitamin K metabolism
HP:0100832	Vitreous floaters
HP:0100833	Neoplasm of the small intestine
HP:0100834	Neoplasm of the large intestine
HP:0100835	Benign neoplasm of the central nervous system
HP:0100836	Malignant neoplasm of the central nervous system
HP:0100837	Atrophodermia vermiculata
HP:0100838	Recurrent cutaneous abscess formation
HP:0100839	Hepatic agenesis
HP:0100840	Aplasia/Hypoplasia of the eyebrow
HP:0100841	Microgastria
HP:0100842	Septo-optic dysplasia
HP:0100844	Pancreatic fistula
HP:0100845	Anaphylactic shock
HP:0100847	Palmoplantar pustulosis
HP:0100848	Neoplasm of the male external genitalia
HP:0100849	Neoplasm of the scrotum
HP:0100850	Neoplasm of the penis
HP:0100851	Abnormal emotion/affect behavior
HP:0100852	Abnormal fear/anxiety-related behavior
HP:0100853	Hypoplastic areola
HP:0100854	Aplasia of the musculature
HP:0100855	Triceps hypoplasia
HP:0100856	Poorly ossified vertebrae
HP:0100857	Flat sella turcica
HP:0100858	Dilatation of celiac artery
HP:0100859	Dilatation of superior mesenteric artery
HP:0100860	Dilatation of Inferior mesenteric artery
HP:0100861	Sclerotic vertebral body
HP:0100862	Aplasia of the femoral head
HP:0100863	Aplasia of the femoral neck
HP:0100864	Short femoral neck
HP:0100865	Broad ischia
HP:0100866	Short iliac bones
HP:0100867	Duodenal stenosis
HP:0100869	Palmar telangiectasia
HP:0100870	Plantar telangiectasia
HP:0100871	Abnormality of the palm
HP:0100872	Abnormality of the plantar skin of foot
HP:0100874	Thick hair
HP:0100875	Hemimacroglossia
HP:0100876	Infra-orbital crease
HP:0100877	Renal diverticulum
HP:0100878	Enlarged uterus
HP:0100879	Enlarged ovaries
HP:0100880	Nephrogenic rest
HP:0100881	Congenital mesoblastic nephroma
HP:0100882	Fibrous hamartoma
HP:0100883	Chorangioma
HP:0100884	Compensatory scoliosis
HP:0100885	Lateral venous anomaly
HP:0100886	Abnormality of globe location
HP:0100887	Abnormality of globe size
HP:0100888	Interdigital loops
HP:0100889	Abnormality of the ductus choledochus
HP:0100890	Cyst of the ductus choledochus
HP:0100891	Bifid xiphoid process
HP:0100892	Abnormality of the xiphoid process
HP:0100893	Prominent xiphoid process
HP:0100894	Broad xiphoid process
HP:0100896	Rectal polyposis
HP:0100898	Connective tissue nevi
HP:0100899	Sclerosis of finger phalanx
HP:0100900	Sclerosis of the distal phalanx of the 2nd finger
HP:0100901	Sclerosis of the distal phalanx of the 3rd finger
HP:0100902	Sclerosis of the distal phalanx of the 4th finger
HP:0100903	Sclerosis of the distal phalanx of the 5th finger
HP:0100904	Sclerosis of the middle phalanx of the 2nd finger
HP:0100905	Sclerosis of the middle phalanx of the 3rd finger
HP:0100906	Sclerosis of the middle phalanx of the 4th finger
HP:0100907	Sclerosis of the middle phalanx of the 5th finger
HP:0100908	Sclerosis of the proximal phalanx of the 2nd finger
HP:0100909	Sclerosis of the proximal phalanx of the 3rd finger
HP:0100910	Sclerosis of the proximal phalanx of the 4th finger
HP:0100911	Sclerosis of the proximal phalanx of the 5th finger
HP:0100912	Sclerosis of the distal phalanx of the thumb
HP:0100913	Sclerosis of the proximal phalanx of the thumb
HP:0100914	Sclerosis of the 1st metacarpal
HP:0100915	Sclerosis of distal finger phalanx
HP:0100916	Sclerosis of middle finger phalanx
HP:0100917	Sclerosis of proximal finger phalanx
HP:0100918	Sclerosis of 2nd finger phalanx
HP:0100919	Sclerosis of 3rd finger phalanx
HP:0100920	Sclerosis of 4th finger phalanx
HP:0100921	Sclerosis of 5th finger phalanx
HP:0100922	Sclerosis of thumb phalanx
HP:0100923	Clavicular sclerosis
HP:0100924	Sclerosis of toe phalanx
HP:0100925	Sclerosis of foot bone
HP:0100926	Sclerosis of 2nd toe phalanx
HP:0100927	Sclerosis of 3rd toe phalanx
HP:0100928	Sclerosis of 4th toe phalanx
HP:0100929	Sclerosis of 5th toe phalanx
HP:0100930	Sclerosis of hallux phalanx
HP:0100931	Sclerosis of the proximal phalanx of the 2nd toe
HP:0100932	Sclerosis of the proximal phalanx of the 3rd toe
HP:0100933	Sclerosis of the proximal phalanx of the 4th toe
HP:0100934	Sclerosis of the proximal phalanx of the 5th toe
HP:0100935	Sclerosis of the middle phalanx of the 2nd toe
HP:0100936	Sclerosis of the middle phalanx of the 3rd toe
HP:0100937	Sclerosis of the middle phalanx of the 4th toe
HP:0100938	Sclerosis of the middle phalanx of the 5th toe
HP:0100939	Sclerosis of the distal phalanx of the 2nd toe
HP:0100940	Sclerosis of the distal phalanx of the 3rd toe
HP:0100941	Sclerosis of the distal phalanx of the 4th toe
HP:0100942	Sclerosis of the distal phalanx of the 5th toe
HP:0100943	Sclerosis of the proximal phalanx of the hallux
HP:0100944	Sclerosis of the distal phalanx of the hallux
HP:0100945	Sclerosis of the 1st metatarsal
HP:0100946	Sclerosis of proximal toe phalanx
HP:0100947	Sclerosis of middle toe phalanx
HP:0100948	Sclerosis of distal toe phalanx
HP:0100950	Decreased activity of 3-hydroxyacyl-CoA dehydrogenase
HP:0100951	Enlarged fossa interpeduncularis
HP:0100952	Enlarged sylvian cistern
HP:0100953	Enlarged interhemispheric fissure
HP:0100954	Open operculum
HP:0100955	Giant cell granuloma of mandible
HP:0100957	Abnormal renal medulla morphology
HP:0100958	Narrow foramen obturatorium
HP:0100959	Dense metaphyseal bands
HP:0100960	Asymmetric ventricles
HP:0100961	Enlarged hippocampus
HP:0100962	Shyness
HP:0100963	Hyperesthesia
HP:0200000	Dysharmonic bone age
HP:0200001	Dysharmonic accelerated bone age
HP:0200003	Splayed epiphyses
HP:0200005	Abnormal shape of the palpebral fissure
HP:0200006	Slanting of the palpebral fissure
HP:0200007	Abnormal size of the palpebral fissures
HP:0200008	Intestinal polyposis
HP:0200011	Abnormal length of corpus callosum
HP:0200012	Short corpus callosum
HP:0200013	Neoplasm of fatty tissue
HP:0200015	Symmetric great toe depigmentation
HP:0200016	Acrokeratosis
HP:0200017	Cerebral white matter agenesis
HP:0200018	Protanomaly
HP:0200020	Corneal erosion
HP:0200021	Down-sloping shoulders
HP:0200022	Choroid plexus papilloma
HP:0200023	Priapism
HP:0200024	Premature chromatid separation
HP:0200025	Mandibular pain
HP:0200026	Ocular pain
HP:0200028	Pretibial myxedema
HP:0200029	Vasculitis in the skin
HP:0200030	Punctate vasculitis skin lesions
HP:0200032	Kayser-Fleischer ring
HP:0200034	Papule
HP:0200035	Skin plaque
HP:0200036	Skin nodule
HP:0200037	Skin vesicle
HP:0200039	Pustule
HP:0200040	Epidermoid cyst
HP:0200041	Skin erosion
HP:0200042	Skin ulcer
HP:0200043	Verrucae
HP:0200044	Porokeratosis
HP:0200046	Cat cry
HP:0200047	Chondritis of pinna
HP:0200048	Cyanotic episode
HP:0200049	Upper limb hypertonia
HP:0200050	Bracket metacarpal epiphyses
HP:0200053	Hemihypotrophy of lower limb
HP:0200054	Foot monodactyly
HP:0200055	Small hand
HP:0200056	Macular scar
HP:0200057	Marcus Gunn pupil
HP:0200058	Angiosarcoma
HP:0200059	Metastatic angiosarcoma
HP:0200063	Colorectal polyposis
HP:0200064	Asymmetry of iris pigmentation
HP:0200065	Chorioretinal degeneration
HP:0200066	Ribbonlike corneal degeneration
HP:0200067	Recurrent spontaneous abortion
HP:0200068	Nonprogressive visual loss
HP:0200070	Peripheral retinal atrophy
HP:0200071	Peripheral vitreoretinal degeneration
HP:0200072	Episodic quadriplegia
HP:0200073	Respiratory insufficiency due to defective ciliary clearance
HP:0200083	Severe limb shortening
HP:0200084	Giant cell hepatitis
HP:0200085	Limb tremor
HP:0200094	Frontal open bite
HP:0200095	Anterior open bite
HP:0200096	Triangular-shaped open mouth
HP:0200097	Oral mucosal blisters
HP:0200098	Absent skin pigmentation
HP:0200101	Decreased/absent ankle reflexes
HP:0200102	Sparse or absent eyelashes
HP:0200104	Absent fifth fingernail
HP:0200105	Absent fifth toenail
HP:0200106	Absent/shortened dynein arms
HP:0200107	Shortened inner dynein arms
HP:0200108	Shortened outer dynein arms
HP:0200109	Absent/shortened outer dynein arms
HP:0200111	Absent stapes head
HP:0200113	Aphalangy of hands and feet
HP:0200114	Metabolic alkalosis
HP:0200116	Distal ileal atresia
HP:0200117	Recurrent upper and lower respiratory tract infections
HP:0200118	Malabsorption of Vitamin B12
HP:0200119	Acute hepatitis
HP:0200120	Chronic active hepatitis
HP:0200122	Atypical or prolonged hepatitis
HP:0200123	Chronic hepatitis
HP:0200124	Chronic hepatitis due to cryptosporidium infection
HP:0200125	Mitochondrial respiratory chain defects
HP:0200127	Atrial cardiomyopathy
HP:0200128	Biventricular hypertrophy
HP:0200133	Lumbosacral meningocele
HP:0200134	Epileptic encephalopathy
HP:0200136	Oral-pharyngeal dysphagia
HP:0200138	Bilateral choanal atresia/stenosis
HP:0200141	Small, conical teeth
HP:0200143	Megaloblastic erythroid hyperplasia
HP:0200146	Mucoid extracellular matrix accumulation
HP:0200147	Neuronal loss in basal ganglia
HP:0200148	Abnormal liver function tests during pregnancy
HP:0200149	CSF lymphocytic pleiocytosis
HP:0200150	Increased serum bile acid concentration during pregnancy
HP:0200151	Cutaneous mastocytosis
HP:0200153	Agenesis of lateral incisor
HP:0200154	Agenesis of mandibular lateral incisor
HP:0200158	Agenesis of permanent mandibular lateral incisor
HP:0200159	Agenesis of primary mandibular lateral incisor
HP:0200160	Agenesis of maxillary incisor
HP:0200161	Agenesis of mandibular incisor
HP:0400000	Tall chin
HP:0400001	Chin with vertical crease
HP:0400002	Extra concha fold
HP:0400003	Focal absence of the external ear
HP:0400004	Long ear
HP:0400005	Short ear
HP:0400007	Polymenorrhea
HP:0400008	Menometrorrhagia
HP:0410000	Abnormality of vomer
HP:0410003	Cleft maxillary alveolus
HP:0410005	Cleft hard palate
HP:0410006	Abnormality of ophthalmic artery
HP:0410007	Abnormality of cartilage morphology
HP:0410008	Abnormality of the peripheral nervous system
HP:0410009	Abnormality of the somatic nervous system
HP:0410010	Abnormality of somatic nerve plexus
HP:0410011	Abnormality of masticatory muscle
HP:0410012	Abnormal mouth floor morphology
HP:0410013	Abnormality of the submandibular region
HP:0410014	Abnormality of ganglion
HP:0410015	Abnormality of ganglion of peripheral nervous system
HP:0410016	Abnormality of cranial ganglion
HP:0410017	Otitis externa
HP:0410018	Recurrent ear infections
HP:0410019	Epigastric pain
HP:0410020	Fish odor
HP:0410021	Musty odor
HP:0410022	Vaginal fish odor
HP:0410023	Abnormal distribution of cell junction proteins in buccal mucosal cells
HP:0410026	Abnormality of the periodontium
HP:0410027	Alveolar bone loss around teeth
HP:0410028	Recurrent oral herpes
HP:0410030	Cleft lip
HP:0410031	Submucous cleft of soft and hard palate
HP:0410032	Cleft of uvula
HP:0410033	Unilateral alveolar cleft of maxilla
HP:0410034	Bilateral alveolar cleft of maxilla
HP:0410035	Abnormal T cell activation
HP:0410042	Abnormal liver morphology
HP:0410043	Abnormal neural tube morphology
HP:0410049	Abnormality of radial ray
HP:0410050	Decreased level of 1,5 anhydroglucitol in serum
HP:0410051	Increased level of 3-hydroxy-3-methylglutaric acid in urine
HP:0410052	Increased level of allantoin in serum
HP:0410053	Increased level of GABA in serum
HP:0410054	Decreased level of GABA in serum
HP:0410055	Decreased level of erythritol in urine
HP:0410056	Decreased level of erythritol in CSF
HP:0410057	Increased level of D-threitol in plasma
HP:0410058	Increased level of D-threitol in CSF
HP:0410059	Increased level of D-threitol in urine
HP:0410060	Decreased level of D-mannose in urine
HP:0410061	Increased level of galactitol in plasma
HP:0410062	Increased level of galactitol in urine
HP:0410063	Increased level of galactonate in red blood cells
HP:0410064	Increased level of galactitol in red blood cells
HP:0410065	Increased level of hippuric acid in blood
HP:0410066	Increased level of hippuric acid in urine
HP:0410067	Increased level of L-fucose in urine
HP:0410068	Increased level of L-glutamic acid in blood
HP:0410069	Increased level of propylene glycol in blood
HP:0410070	Increased level of ribitol in urine
HP:0410071	Increased level of ribitol in CSF
HP:0410072	Increased level of ribose in urine
HP:0410073	Increased level of ribose in CSF
HP:0410074	Increased level of xylitol in urine
HP:0410075	Increased level of xylitol in CSF
HP:0410132	Increased level of L-pyroglutamic acid in urine
HP:0410133	Chronic idiopathic urticaria
HP:0410134	Physical urticaria
HP:0410135	Cold urticaria
HP:0410136	Aquagenic urticaria
HP:0410137	Solar urticaria
HP:0410138	Vibratory urticaria
HP:0410139	Exercise induced anaphylaxis
HP:0410144	Abnormal biotinidase activity
HP:0410145	Decreased biotinidase activity
HP:0410146	Increased biotinidase activity
HP:0410147	Eosinophilic infiltration in the stomach mucosa
HP:0410148	Idiopathic anaphylaxis
HP:0410149	Drug-induced anaphylaxis
HP:0410151	Eosinophilic infiltration of the esophagus
HP:0410152	Eosinophilic microabscess formation in the esophagus
HP:0410153	Increased level of methylsuccinic acid in urine
HP:0410154	Increased level of myristic acid in serum
HP:0410156	Increased level of N-acetylneuraminic acid in urine
HP:0410157	Increased level of N-acetylneuraminic acid in fibroblasts
HP:0410158	Increased level of O-phosphoethanolamine in urine
HP:0410166	Defective interstrand cross-link repair
HP:0410167	Abnormality of the chest musculature
HP:0410168	Abnormality of the back musculature
HP:0410169	Abnormality of the shoulder musculature
HP:0410170	Hippocampal atrophy
HP:0410171	Increased cotinine level
HP:0410172	Blood xenobiotic
HP:0410173	Increased troponin I level in blood
HP:0410174	Increased troponin T level in blood
HP:0410175	Hyperketonemia
HP:0410176	Abnormal glucose-6-phosphate dehydrogenase level
HP:0410177	Abnormal glucose-6-phosphate dehydrogenase level in blood
HP:0410178	Increased glucose-6-phosphate dehydrogenase level in blood
HP:0410179	Decreased glucose-6-phosphate dehydrogenase level in blood
HP:0410180	Abnormal glucose-6-phosphate dehydrogenase level in dried blood spot
HP:0410181	Increased glucose-6-phosphate dehydrogenase level in dried blood spot
HP:0410182	Decreased glucose-6-phosphate dehydrogenase level in dried blood spot
HP:0410183	Abnormal glucose-6-phosphate dehydrogenase level in leukocytes
HP:0410184	Abnormal glucose-6-phosphate dehydrogenase level in red blood cells
HP:0410185	Abnormal glucose-6-phosphate dehydrogenase level in tissue
HP:0410186	Increased glucose-6-phosphate dehydrogenase level in tissue
HP:0410187	Decreased glucose-6-phosphate dehydrogenase level in tissue
HP:0410188	Decreased glucose-6-phosphate dehydrogenase level in red blood cells
HP:0410189	Increased glucose-6-phosphate dehydrogenase level in red blood cells
HP:0410190	Decreased glucose-6-phosphate dehydrogenase level in leukocytes
HP:0410191	Increased glucose-6-phosphate dehydrogenase level in leukocytes
HP:0410192	Abnormal uridine diphosphate glucose-4-epimerase activity
HP:0410193	Abnormal uridine diphosphate glucose-4-epimerase activity in plasma
HP:0410194	Increased uridine diphosphate glucose-4-epimerase activity in plasma
HP:0410195	Decreased uridine diphosphate glucose-4-epimerase activity in plasma
HP:0410196	Abnormal uridine diphosphate glucose-4-epimerase activity in red blood cells
HP:0410197	Increased uridine diphosphate glucose-4-epimerase activity in red blood cells
HP:0410198	Decreased uridine diphosphate glucose-4-epimerase activity in red blood cells
HP:0410199	Increased CSF urate concentration
HP:0410200	Positive meconium barbiturate test
HP:0410201	Positive hair barbiturate test
HP:0410202	Positive stool barbiturate test
HP:0410203	Positive gastric fluid barbiturate test
HP:0410204	Increased intestinal transit time
HP:0410205	Abnormal circulating nicotinurate level
HP:0410206	Increased circulating nicotinurate level
HP:0410207	Positive methadone plasma/serum test
HP:0410208	Positive plasma/serum cotinine test
HP:0410209	Folate deficiency in CSF
HP:0410210	Abnormal cord blood measurement
HP:0410211	Abnormal blood gas level in cord blood
HP:0410212	Hyperoxemia in cord blood
HP:0410213	Hypoxemia in cord blood
HP:0410214	Hypercapnia in cord blood
HP:0410215	Hypocapnia in cord blood
HP:0410216	Abnormal blood 5-methyltetrahydrofolate level
HP:0410217	Reduced blood 5-methyltetrahydrofolate level
HP:0410218	Hypoplasia of maxilla relative to mandible
HP:0410219	Hypoplasia of mandible relative to maxilla
HP:0410220	Increased anti-dairy protein IgE antibody level
HP:0410221	Increased anti-animal protein IgE antibody level
HP:0410222	Increased anti-seafood IgE antibody level
HP:0410223	Increased anti-dust mite IgE antibody level
HP:0410224	Increased anti-bacteria IgE antibody level
HP:0410225	Increased anti-drug IgE antibody level
HP:0410226	Increased anti-feather IgE antibody level
