lspcid	name	members
401187	1-methyl-1H-indole-3-carbaldehyde	CHEMBL:CHEMBL210779
401239	methyl 3-amino-5-phenylthiophene-2-carboxylate	CHEMBL:CHEMBL207663
401293	6-phenyl-3H,4H-thieno[3,2-d]pyrimidin-4-one	CHEMBL:CHEMBL381518
401334	5-amino-2-(2-methylphenyl)-1,3-oxazole-4-carboxamide	CHEMBL:CHEMBL207619
401438	KMI-570	CHEMBL:CHEMBL381826
401503	2-(3-Carboxybenzyl)Succinic Acid	CHEMBL:CHEMBL209190
401506	3-amino-1-benzothiophene-2-carboxamide	CHEMBL:CHEMBL211002
401542	GKA50	CHEMBL:CHEMBL205627
401588	3-(pyridin-4-yl)-1H-indol-6-amine	CHEMBL:CHEMBL207612
401591	2-amino-5-phenylthiophene-3-carboxamide	CHEMBL:CHEMBL382565
401597	3-amino-4,6-dimethylthieno[2,3-b]pyridine-2-carboxamide	CHEMBL:CHEMBL377085
402236	Casein Kinase II Inhibitor IV	CHEMBL:CHEMBL206524
402451	5-BROMOSALICYLALDEHYDE	CHEMBL:CHEMBL207194
402462	ACANTHOKOREOIC ACID A	CHEMBL:CHEMBL207043
402497	MEN-15442	CHEMBL:CHEMBL380273
402525	EMD-281014	CHEMBL:CHEMBL207566
402985	BAS-4844343	CHEMBL:CHEMBL207672
402989	BAS-00672722	CHEMBL:CHEMBL207360
402990	BAS-01373578	CHEMBL:CHEMBL206575
403005	BAS-0321734	CHEMBL:CHEMBL438610
403023	BAS-00387275	CHEMBL:CHEMBL379308
403100	GENKWANIN	CAS:437-64-9|CHEBI:CHEBI:75718|CHEMBL:CHEMBL210635|PUBCHEM:5281617
403152	BAS-01047655	CHEMBL:CHEMBL380706
403159	BROMOPYROGALLOL RED	CHEMBL:CHEMBL210287
403160	PYROGALLOL RED	CHEMBL:CHEMBL210208
403163	BAS-00387347	CHEMBL:CHEMBL209617
403166	PYROCATECHOL VIOLET	CHEMBL:CHEMBL210574
403287	BAS-0338868	CHEMBL:CHEMBL378903
403294	BAS-0338876	CHEMBL:CHEMBL206046
403295	BAS-0338872	CHEMBL:CHEMBL207986
403308	BAS-00387328	CHEMBL:CHEMBL210766
403369	5,15-Diphenylporphyrin	CHEMBL:CHEMBL207155
403430	BAS-450225	CHEMBL:CHEMBL210036
403431	BAS-09534324	CHEMBL:CHEMBL376993
403448	BAS-01047341	CHEMBL:CHEMBL208828
403478	AURIN	CAS:603-45-2|CHEBI:CHEBI:34544|CHEMBL:CHEMBL210868|PUBCHEM:5100
403556	BAS-00387334	CHEMBL:CHEMBL378175
403642	BILOBETIN	CHEMBL:CHEMBL378188
403727	Gly-Phe-NH2	CHEMBL:CHEMBL378267
403756	Pro-Ser	CHEBI:CHEBI:73648|CHEMBL:CHEMBL209083|PUBCHEM:7408258
403961	Ala-Asp	CAS:20727-65-5|CHEBI:CHEBI:73803|CHEMBL:CHEMBL380047|HMDB:HMDB0028683|PUBCHEM:99719
404001	JNK Inhibitor VIII	CHEMBL:CHEMBL210618
404050	PLAKEVULIN A	CHEMBL:CHEMBL210842
404190	CAULERPIN	CAS:26612-48-6|CHEBI:CHEBI:80923|CHEMBL:CHEMBL377236|PUBCHEM:5326018
404298	4',7'-O-Methylamentoflavone	CHEMBL:CHEMBL208988
404312	IRAK-1/4 Inhibitor	CHEMBL:CHEMBL379787
404314	CARDAMOMIN	CHEMBL:CHEMBL378104|DRUGBANK:DB14122
404394	SCIADOPITISIN	CAS:521-34-6|CHEBI:CHEBI:9050|CHEMBL:CHEMBL208908|PUBCHEM:5281696
404395	7,4,7,4-O-methyl-amentoflavone	CHEMBL:CHEMBL378516
404413	7-O-methyl-isoginkgetin	CHEMBL:CHEMBL208578
404425	E-ENEDIONE	CHEMBL:CHEMBL425779
404592	CP-640186	CHEBI:CHEBI:45293|CHEMBL:CHEMBL208943|PUBCHEM:449097
404677	A-80040	CHEMBL:CHEMBL378186
405017	HT-2157	CHEMBL:CHEMBL210288
405119	SNJ-1715	CHEMBL:CHEMBL207440
405723	Go-Y103	CHEMBL:CHEMBL426862
405784	Boldenone	CAS:846-48-0|CHEBI:CHEBI:34584|CHEMBL:CHEMBL209073|DRUGBANK:DB01541|PUBCHEM:13308
405814	BENZYL NICOTINATE	CAS:94-44-0|CHEBI:CHEBI:31268|CHEMBL:CHEMBL209744|PUBCHEM:7191
406240	BMS 605541	CHEMBL:CHEMBL377734
406306	2-(2H-indazol-3-yl)-1H-1,3-benzodiazole	CHEMBL:CHEMBL383990|DRUGBANK:DB07959
406364	ORG-41841	CHEBI:CHEBI:93615|CHEMBL:CHEMBL211405|PUBCHEM:9887381
406483	PSB-601	CHEMBL:CHEMBL212625
406494	1-(6-Hydroxyhexyl)Uracil	CHEMBL:CHEMBL211389
406495	1-(6-Benzoyloxyhexyl)Uracil	CHEMBL:CHEMBL211066
406502	(2S,3R)-2,3-Bis(Benzyloxy)Cyclohexanone	CHEMBL:CHEMBL208581
406537	1-(5-Trityloxypentyl)Uracil	CHEMBL:CHEMBL377472
406538	1-(5-Tritylaminopentyl)Uracil	CHEMBL:CHEMBL376965
406557	1-(5-Triphenylsilyloxypentyl)Uracil	CHEMBL:CHEMBL212175
406558	1-(5-Hydroxypentyl)Uracil	CHEMBL:CHEMBL212427
406570	1-(4-Trityloxybutyl)Uracil	CHEMBL:CHEMBL211067
406571	1-(6-Trityloxyhexyl)Uracil	CHEMBL:CHEMBL378414
406572	1-(6-Tritylaminohexyl)Uracil	CHEMBL:CHEMBL211120
406593	1-(4-Tritylaminobutyl)Uracil	CHEMBL:CHEMBL211181
406594	1-(4-Triphenylsilyloxybutyl)Uracil	CHEMBL:CHEMBL387177
406595	1-(6-Triphenylsilyloxyhexyl)Uracil	CHEMBL:CHEMBL212690
406604	TCMDC-138777	CHEMBL:CHEMBL211556
406612	1-[2-(Trityloxy)Ethoxymethyl]Uracil	CHEMBL:CHEMBL424704
406613	1-(4-Hydroxybutyl)Uracil	CHEMBL:CHEMBL214059
406701	Triphenyl-Silanol	CAS:791-31-1|CHEBI:CHEBI:35035|CHEMBL:CHEMBL378228|PUBCHEM:69925
406913	Integrin Antagonists 27	CHEMBL:CHEMBL212414
406962	VUF-6884	CHEMBL:CHEMBL213912
407049	DEOXYURIDINE MONOPHOSPHATE	CAS:964-26-1|CHEBI:CHEBI:17622|CHEMBL:CHEMBL211312|DRUGBANK:DB03800|HMDB:HMDB0001409|PUBCHEM:65063
407116	BENZOXABOROLE	CHEBI:CHEBI:78238|CHEMBL:CHEMBL378506|PUBCHEM:403788
407131	3-(Imidazolylmethyl)Flavone	CHEMBL:CHEMBL213587
407173	DEMOTENSIN 4	CHEMBL:CHEMBL375002
407946	4-(1H-1,3-benzodiazol-2-yl)phenol	CHEMBL:CHEMBL377740
408403	SYRINGIC ACID	CAS:530-57-4|CHEBI:CHEBI:68329|CHEMBL:CHEMBL1414|HMDB:HMDB0002085|PUBCHEM:10742
408516	KMI-571	CHEMBL:CHEMBL411711
408555	Dc6S	CHEMBL:CHEMBL1416
408589	KMI-446	CHEMBL:CHEMBL212925
408602	PD-407824	CHEMBL:CHEMBL214253|DRUGBANK:DB04608
408747	KMI-572	CHEMBL:CHEMBL380381
409172	BMS-480404	CHEMBL:CHEMBL378857
409388	BRUNSVICAMIDE C	CHEMBL:CHEMBL439324
409475	4-(2,5-dimethyl-1H-pyrrol-1-yl)benzoic acid	CHEMBL:CHEMBL212827
409579	3-(5-phenylfuran-2-yl)propanoic acid	CHEMBL:CHEMBL376426
409599	2-chloro-5-(2,5-dimethyl-1H-pyrrol-1-yl)benzoic acid	CHEMBL:CHEMBL212406
409619	2-[4-(2,5-dimethyl-1H-pyrrol-1-yl)phenyl]acetic acid	CHEMBL:CHEMBL209974
409700	BRUNSVICAMIDE A	CHEMBL:CHEMBL377360
409729	DIPROTIN A	CHEBI:CHEBI:93213|CHEMBL:CHEMBL214381|PUBCHEM:94701
409831	4-(4'-Hydroxyphenyl)Diazenylbenzenesulfonamide	CHEMBL:CHEMBL379206
409921	4-(2-Mercaptophenylcarboxamido)Benzenesulfonamide	CHEMBL:CHEMBL386049|DRUGBANK:DB07476
410071	1-(4-hydroxyphenyl)octan-1-one	CHEMBL:CHEMBL213038
410074	1-(4-hydroxyphenyl)dodecan-1-one	CHEMBL:CHEMBL214017
410231	CID 94381	CHEMBL:CHEMBL374632
410453	DAMNACANTHAL	CHEBI:CHEBI:93633|CHEMBL:CHEMBL212948|PUBCHEM:2948
410485	3-acetyl-7-(diethylamino)-2H-chromen-2-one	CHEMBL:CHEMBL379350
410561	5'-O-Tritylinosine	CHEMBL:CHEMBL386148
410766	Aspidinol-B	CAS:519-40-4|CHEBI:CHEBI:2884|CHEMBL:CHEMBL214690|PUBCHEM:122841
410792	Methylene-Bis-Methylphlorobutyrophenone	CHEMBL:CHEMBL213124
410943	FUMARRANOL	CHEMBL:CHEMBL387282
411060	GW615311X	CHEMBL:CHEMBL212250
411062	GW616030X	CHEMBL:CHEMBL384407
411095	GW576484X	CHEMBL:CHEMBL215814
411215	AMG-47a	CHEMBL:CHEMBL215943
411272	TCMDC-138529	CHEMBL:CHEMBL215171
411361	USTILOXIN D	CHEMBL:CHEMBL386110
411389	USTILOXIN F	CHEMBL:CHEMBL214706
411434	TANSHINONE IIB	CHEMBL:CHEMBL215254
411503	AMINOFENTANYL	CHEMBL:CHEMBL385168
411595	NEAMINE	CAS:3947-65-7|CHEBI:CHEBI:7489|CHEMBL:CHEMBL427409|DRUGBANK:DB04808|PUBCHEM:72392
411841	CARBOXYFENTANYL	CHEBI:CHEBI:61106|CHEMBL:CHEMBL216239|PUBCHEM:23635044
411996	3,2'-Diguanidinoneamine	CHEMBL:CHEMBL215074
412086	AR9281	CHEMBL:CHEMBL436774|DRUGBANK:DB06345
412146	1,3,2',6'-Tetraguanidinoneamine	CHEMBL:CHEMBL215269
412230	CHRYSOERIOL	CAS:491-71-4|CHEBI:CHEBI:16514|CHEMBL:CHEMBL214321|HMDB:HMDB0030667|PUBCHEM:5280666
412232	1,3,2'-Triguanidinoneamine	CHEMBL:CHEMBL438810
412507	AUDA	CHEMBL:CHEMBL215387
412523	LGD-2226	CHEMBL:CHEMBL436784|DRUGBANK:DB08089
412993	GNF-Pf-3878	CHEMBL:CHEMBL217366
412996	ABT-279	CHEMBL:CHEMBL386369
412999	GNF-Pf-2857	CHEMBL:CHEMBL217665
413061	4-hydroxy-7,8-dimethylquinoline-3-carboxylic acid	CHEMBL:CHEMBL384229
413079	5-Aminoisoquinoline	CHEMBL:CHEMBL216973|DRUGBANK:DB04605
413170	2-((2-Phenethylphenoxy)Methyl)Pyridine	CHEMBL:CHEMBL216198
413195	3-((2-Phenethylphenoxy)Methyl)Pyridine	CHEMBL:CHEMBL217425
413259	TR antagonist 1	CHEMBL:CHEMBL217221
413326	N-Propynyl Amidebenzenesulphonide	CHEMBL:CHEMBL386542
413335	GSK8470	CHEMBL:CHEMBL385911
413343	WAY-254011	CHEMBL:CHEMBL214719
413606	AZM475271	CHEMBL:CHEMBL426161
413711	CAN508	CHEMBL:CHEMBL215205|DRUGBANK:DB07731
413875	(E)-4-Ethoxystilbene	CHEMBL:CHEMBL214521
413878	3-(4-methyl-1,3-thiazol-2-yl)pyridine	CHEMBL:CHEMBL410355
413879	3-(1H-pyrazol-5-yl)pyridine	CHEMBL:CHEMBL218397
413903	(E)-2-Styrylnaphthalene	CHEMBL:CHEMBL215214
414090	ANILINOPYRIMIDINE1	CHEMBL:CHEMBL383899|DRUGBANK:DB07545
414092	EGFR-IN-12	CHEMBL:CHEMBL387187
414225	ADS-103294	CHEMBL:CHEMBL214678
414357	ADS-103254	CHEMBL:CHEMBL217712
414361	ADS-103168	CHEMBL:CHEMBL424739
414364	ADS-103293	CHEMBL:CHEMBL217626
414365	ADS-103214	CHEMBL:CHEMBL216430
414369	ADS-103316	CHEMBL:CHEMBL216754
414377	ADS-102891	CHEMBL:CHEMBL424728
414381	ADS-103253	CHEMBL:CHEMBL216228
414408	ADS-103274	CHEMBL:CHEMBL276393
414668	Ac-Gly-BoroPro	CHEMBL:CHEMBL217561
414756	3-(3-(Carbamoyl)Benzamido)Propanoic Acid	CHEMBL:CHEMBL219603
414787	JWH-156	CHEMBL:CHEMBL217969
414792	JWH-150	CHEMBL:CHEMBL216836
414793	JWH-145	CHEMBL:CHEMBL385940
414798	JWH-147	CHEMBL:CHEMBL374982
414799	JWH-146	CHEMBL:CHEMBL219970
414804	JWH-370	CHEMBL:CHEMBL220180
414805	JWH-365	CHEMBL:CHEMBL220352
414809	JWH-373	CHEMBL:CHEMBL375802
414810	JWH-292	CHEMBL:CHEMBL218202
414814	JWH-307	CHEMBL:CHEMBL216857
414815	JWH-369	CHEMBL:CHEMBL216837
414821	JWH-372	CHEMBL:CHEMBL384897
414822	JWH-346	CHEMBL:CHEMBL219243
414829	JWH-367	CHEMBL:CHEMBL385994
414830	JWH-368	CHEMBL:CHEMBL220304
414836	JWH-246	CHEMBL:CHEMBL374937
414837	JWH-363	CHEMBL:CHEMBL219556
414843	JWH-293	CHEMBL:CHEMBL218253
414844	JWH-244	CHEMBL:CHEMBL385653
414850	JWH-364	CHEMBL:CHEMBL426706
414851	JWH-371	CHEMBL:CHEMBL219580
414857	JWH-243	CHEMBL:CHEMBL220413
414858	JWH-308	CHEMBL:CHEMBL374292
414871	JWH-245	CHEMBL:CHEMBL219027
414872	JWH-348	CHEMBL:CHEMBL375791
414879	JWH-309	CHEMBL:CHEMBL376028
414880	JWH-347	CHEMBL:CHEMBL374254
414886	JWH-366	CHEMBL:CHEMBL218956
415037	5-(2,6-Dimethylstyryl)Nicotinonitrile	CHEMBL:CHEMBL219148
415054	EBSELEN DISELENIDE	CHEMBL:CHEMBL385817
415127	4-(3-Cyclohexylureido)Butanoic Acid	CHEMBL:CHEMBL219695|DRUGBANK:DB08257
415132	Methyl 4-(3-Cyclohexylureido)Butanoate	CHEMBL:CHEMBL220415
415145	6-(3-Cyclohexylureido)Hexanoic Acid	CHEMBL:CHEMBL434374|DRUGBANK:DB08258
415146	Methyl 6-(3-Cyclohexylureido)Hexanoate	CHEMBL:CHEMBL219974
415311	Bisindolylmaleimide II	CHEMBL:CHEMBL218328
415343	8-Methylnaringenin	CHEMBL:CHEMBL426154
415351	8-N-Propylnaringenin	CHEMBL:CHEMBL425092
415356	8-N-Pentylnaringenin	CHEMBL:CHEMBL385279
415357	8-N-Heptylnaringenin	CHEMBL:CHEMBL216596
415358	GP 1a	CHEBI:CHEBI:93145|CHEMBL:CHEMBL216276|PUBCHEM:10252734
415359	NSC-627265	CHEMBL:CHEMBL386857
415365	8-N-Nonylnaringenin	CHEMBL:CHEMBL219387
415366	NSC-32082	CHEMBL:CHEMBL216660
415367	NSC-34319	CHEMBL:CHEMBL216530
415371	8-N-Undecylnaringenin	CHEMBL:CHEMBL219134
415374	NSC-48435	CHEMBL:CHEMBL218958
415377	8-(3-Methylbutyl)Naringenin	CHEMBL:CHEMBL216279
415382	8-(2-Methylpropyl)Naringenin	CHEMBL:CHEMBL219577
415388	8-(2,2-Dimethylpropyl)Naringenin	CHEMBL:CHEMBL216334
415395	8-Benzylnaringenin	CHEMBL:CHEMBL219126
415420	2,4,6-Tribromophenol	CAS:118-79-6|CHEBI:CHEBI:47696|CHEMBL:CHEMBL220087|DRUGBANK:DB02417|HMDB:HMDB0029642|PUBCHEM:1483
415428	GP 2a	CHEBI:CHEBI:92606|CHEMBL:CHEMBL216735|PUBCHEM:16094766
415460	A-425444	CHEMBL:CHEMBL219179
415498	XANTHINE	CAS:69-89-6|CHEBI:CHEBI:17712|CHEMBL:CHEMBL1424|DRUGBANK:DB02134|HMDB:HMDB0000292|PUBCHEM:1188
415544	ABT-670	CHEMBL:CHEMBL219182
415625	DIAZOXIDE	CAS:364-98-7|CHEBI:CHEBI:4495|CHEMBL:CHEMBL181|DRUGBANK:DB01119|HMDB:HMDB0015251|MESH:D003981|PUBCHEM:3019
415703	CDD-0310A	CHEMBL:CHEMBL386983
415718	CDD-0313A	CHEMBL:CHEMBL216928
415795	GIGANTOL	CHEMBL:CHEMBL219553
415797	19,20-Dihydrotabernamine	CHEMBL:CHEMBL376478
415833	JFD00244	CHEBI:CHEBI:125674|CHEMBL:CHEMBL425294|PUBCHEM:2817242
415835	1-[5-(Triphenylmethoxy)Pentyl]Thymine	CHEMBL:CHEMBL216997
415836	1-[6-(Triphenylmethoxy)Hexyl]Thymine	CHEMBL:CHEMBL216998
415846	1-[7-(Triphenylmethoxy)Heptyl]Thymine	CHEMBL:CHEMBL219367
415847	1-[8-(Triphenylmethoxy)Octyl]Thymine	CHEMBL:CHEMBL374244
415905	1-[3-(Triphenylmethoxy)Propyl]Thymine	CHEMBL:CHEMBL384435
415926	ZK-216348	CHEMBL:CHEMBL216272
415959	SKI-758	CHEMBL:CHEMBL219557
416061	1,3-DIPROPYL-8-CYCLOPENTYLXANTHINE [DPCPX]	CAS:102146-07-6|CHEBI:CHEBI:73282|CHEMBL:CHEMBL183|DRUGBANK:DB12946|PUBCHEM:1329
416063	GSK-180736A	CHEMBL:CHEMBL384073
416075	GSK-299115A	CHEMBL:CHEMBL374453
416076	GSK-270822A	CHEMBL:CHEMBL441702
416083	GSK-466314A	CHEMBL:CHEMBL218720
416090	GSK-466317A	CHEMBL:CHEMBL427058
416126	OXYCINCHOPHEN	CAS:485-89-2|CHEBI:CHEBI:135094|CHEMBL:CHEMBL219376|DRUGBANK:DB13596|PUBCHEM:10239
416208	DECYLUBIQUINONE	CAS:55486-00-5|CHEBI:CHEBI:52020|CHEMBL:CHEMBL217894|DRUGBANK:DB07640|PUBCHEM:2971
416247	PSI-697	CHEMBL:CHEMBL219046|DRUGBANK:DB12211
416411	N-Octadecylsulfamide	CHEMBL:CHEMBL218794
416412	N-Hexadecylsulfamide	CHEMBL:CHEMBL218795
416434	TOFIMILAST	CHEMBL:CHEMBL217899|DRUGBANK:DB11681
416701	OTX-008	CHEMBL:CHEMBL221186|DRUGBANK:DB13123
416775	E2MATE	CHEMBL:CHEMBL219321|DRUGBANK:DB06597
416776	Estradiol-17-O-Sulfamate	CHEMBL:CHEMBL220493
416841	3-Cyclohexylamino-Benzonitrile	CHEMBL:CHEMBL218685
417005	LUF-5978	CHEMBL:CHEMBL221486
417015	LUF-5816	CHEMBL:CHEMBL219625
417022	LUF-5981	CHEMBL:CHEMBL219160
417153	LUF-5980	CHEMBL:CHEMBL221343
417571	2-(Picolinamido)Acetic Acid	CHEBI:CHEBI:89884|CHEMBL:CHEMBL221255|HMDB:HMDB0059766|PUBCHEM:11788622
417635	8-hydroxyquinoline-7-carboxylic acid	CHEMBL:CHEMBL374569
417779	1-(pyridin-2-yl)-1H-pyrazole-4-carboxylic acid	CHEMBL:CHEMBL220743
417780	FG-2216	CHEMBL:CHEMBL426560|DRUGBANK:DB08687
417811	L-798106	CAS:244101-02-8|CHEBI:CHEBI:138743|CHEMBL:CHEMBL218071|PUBCHEM:15551229
417825	2,4,3',5'-Tetrahydroxybibenzyl	CHEMBL:CHEMBL221291
417835	2,4,3',5'-Tetramethoxybibenzyl	CHEMBL:CHEMBL222164
417877	3-(2-Cinnamylphenyl)Acrylic Acid	CHEMBL:CHEMBL376282
418001	CUDRAFLAVONE B	CHEBI:CHEBI:67850|CHEMBL:CHEMBL221907|PUBCHEM:5319925
418071	PHELLIGRIDIN I	CHEMBL:CHEMBL221760
418114	PHELLIGRIDIN J	CHEMBL:CHEMBL373529
418148	JNJ-8706646	CHEMBL:CHEMBL218690
418178	LACTACYSTIN	CAS:133343-34-7|CHEBI:CHEBI:52722|CHEMBL:CHEMBL374308|PUBCHEM:6610292
418297	ISOGRANULATIMIDE	CHEMBL:CHEMBL413188
418613	PODOCARPUSFLAVONE A	CHEMBL:CHEMBL220745
418614	7'',4'''-dimethylamentoflavone	CHEMBL:CHEMBL374055
418642	S-P-Bromobenzylglutathione	CHEMBL:CHEMBL218644
418725	1-methyl-9H-pyrido[3,4-b]indol-6-ol	CHEMBL:CHEMBL376012
418792	TCMDC-135933	CHEMBL:CHEMBL376433
418802	TCMDC-135735	CHEMBL:CHEMBL222125
418824	A-348441	CHEMBL:CHEMBL219684
418842	TCMDC-135755	CHEMBL:CHEMBL220954
418851	TCMDC-135759	CHEMBL:CHEMBL375397
418859	TCMDC-135762	CHEMBL:CHEMBL222729
418860	TCMDC-135749	CHEMBL:CHEMBL373506
418867	TCMDC-135748	CHEMBL:CHEMBL220177
418882	TCMDC-135744	CHEMBL:CHEMBL223536
418904	TCMDC-136124	CHEMBL:CHEMBL373869
418905	TCMDC-135835	CHEMBL:CHEMBL219730
419202	ABT-384	CHEMBL:CHEMBL222670
419217	1-(4-chlorophenyl)-3-methyl-4,5-dihydro-1H-pyrazol-5-one	CHEMBL:CHEMBL373839
419240	NSC-354279	CHEMBL:CHEMBL221325
419241	NSC-275420	CHEMBL:CHEMBL220048
419247	1,4-DIETHOXYBENZENE	CHEMBL:CHEMBL219898
419248	NSC-73410	CHEMBL:CHEMBL435920
419256	NSC-106547	CHEMBL:CHEMBL223575
419257	NSC-224124	CHEMBL:CHEMBL223007
419263	NSC-8735	CHEMBL:CHEMBL223295
419270	NSC-628440	CHEMBL:CHEMBL220512
419275	NSC-667757	CHEMBL:CHEMBL221049
419287	NSC-25415	CHEMBL:CHEMBL223702
419292	NSC-353671	CHEMBL:CHEMBL373650
419298	NSC-253272	CHEMBL:CHEMBL220838
419311	NSC-659692	CHEMBL:CHEMBL373679
419317	NSC-618201	CHEMBL:CHEMBL221001
419432	NSC-1424	CHEMBL:CHEMBL375123
419534	4-Tert-Butylcatechol	CHEMBL:CHEMBL220845
419624	BESONPRODIL	CHEMBL:CHEMBL219631
419852	2,6,7-trihydroxy-9-phenyl-3H-xanthen-3-one	CHEMBL:CHEMBL375328
419902	THYMIDINE_TRIPHOSPHATE	CHEBI:CHEBI:63550|CHEMBL:CHEMBL220940|PUBCHEM:451388
419910	4-(4-Hydroxyphenylsulfonyl)Phenol	CAS:80-09-1|CHEBI:CHEBI:34372|CHEMBL:CHEMBL384441|PUBCHEM:6626
419921	2,3,4-Trihydroxybenzoic Acid	CHEBI:CHEBI:88714|CHEMBL:CHEMBL220779|PUBCHEM:11874
420146	bis-cyclosal-d4TMP	CHEMBL:CHEMBL376095
420173	3,3'-Bis(Hydroxymethyl)Biphenyl 2,2'-Diol	CHEMBL:CHEMBL376914
420252	GW813893	CHEMBL:CHEMBL220050|DRUGBANK:DB07278
420506	MONODICTYSIN C	CHEBI:CHEBI:66399|CHEMBL:CHEMBL376473|PUBCHEM:16114920
420552	BONANNIONE A	CHEMBL:CHEMBL374130
420553	NYMPHAEOL A	CHEBI:CHEBI:66640|CHEMBL:CHEMBL223256|PUBCHEM:639465
420721	ECOPLADIB	CHEMBL:CHEMBL269787
420807	JNJ-10311795	CHEMBL:CHEMBL374027
420911	LW6	CHEMBL:CHEMBL427092
420915	4-Azidobenzenesulfonamide	CHEMBL:CHEMBL222837
421125	SUCCINYLACETONE	CAS:51568-18-4|CHEBI:CHEBI:87897|CHEMBL:CHEMBL222824|HMDB:HMDB0000635|PUBCHEM:5312
421156	2-(2,3-dioxo-2,3-dihydro-1H-indol-1-yl)-N-(3-methylphenyl)acetamide	CHEMBL:CHEMBL375304
421163	4-chloro-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL376228
421164	5-METHOXYISATIN	CHEBI:CHEBI:149863|CHEMBL:CHEMBL222660|PUBCHEM:38333
421170	6-chloro-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL224822
421171	7-methyl-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL224884
421172	7-fluoro-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL224988
421176	7-chloro-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL222190
421177	7-methoxy-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL223785
421178	7-(trifluoromethyl)-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL376435
421179	2,3-dioxo-2,3-dihydro-1H-indole-7-carboxylic acid	CHEMBL:CHEMBL375078
421180	4,7-dimethyl-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL223254
421183	4,5-dichloro-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL385799
421184	4,6-dichloro-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL385800
421185	4,7-dichloro-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL223039
421190	5,7-dichloro-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL374740
421191	6,7-dichloro-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL222292
421192	4-chloro-7-methyl-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL373715
421193	6-chloro-7-methyl-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL221669
421207	1-(hydroxymethyl)-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL225175
421223	2-(2,3-dioxo-2,3-dihydro-1H-indol-1-yl)acetic acid	CHEMBL:CHEMBL222989
421225	1-[(4-chlorophenyl)methyl]-2,3-dihydro-1H-indole-2,3-dione	CHEMBL:CHEMBL376291
421241	1H-indole-2-carbaldehyde	CHEMBL:CHEMBL223708
421428	4-Hydroxybenzaldehyde Phenylhydrazone	CHEMBL:CHEMBL224032
421429	4-Hydroxybenzaldehyde (4-Methoxyphenyl)Hydrazone	CHEMBL:CHEMBL224086
421436	4-Hydroxybenzaldehyde Methyl(Phenyl)Hydrazone	CHEMBL:CHEMBL222847
421516	Histone Acetyltransferase Inhibitor II	CHEMBL:CHEMBL222328
421530	4-Hydroxybenzaldehyde Hydrazone	CHEMBL:CHEMBL222174
421531	4-Hydroxybenzaldehyde Methylhydrazone	CHEMBL:CHEMBL223348
422048	2-(4-Methoxybenzenesulfanyl)Octanoic Acid Hydroxyamide	CHEMBL:CHEMBL436977
422054	2-(4-Methoxybenzenesulfonyl)Octanoic Acid Hydroxyamide	CHEMBL:CHEMBL375319
422148	4,5,6,7-Tetrabromobenzimidazole	CHEMBL:CHEMBL373937
422158	DMAT	CHEMBL:CHEMBL376505|DRUGBANK:DB04719
422328	SCOPOLIN	CAS:531-44-2|CHEBI:CHEBI:16065|CHEMBL:CHEMBL225024|PUBCHEM:439514
422341	HTS-08006	CHEMBL:CHEMBL387393
422375	WAY-169916	CHEMBL:CHEMBL222501|DRUGBANK:DB08047
422503	NSC-37173	CHEMBL:CHEMBL221733
422554	3',4'-Dihydroxyflavone	CHEMBL:CHEMBL222556
422557	3,3',4,4'-Tetrahydroxychalcone	CHEMBL:CHEMBL225618
422586	NSC-41806	CHEMBL:CHEMBL225266
422591	NSC-30171	CHEMBL:CHEMBL375938
422596	NSC-37031	CHEMBL:CHEMBL222993
422597	NSC-45592	CHEMBL:CHEMBL376026
422602	NSC-58046	CHEMBL:CHEMBL222994
422615	NSC-324572	CHEMBL:CHEMBL222602
422617	NSC-126445	CHEMBL:CHEMBL376528
422643	NSC-292213	CHEMBL:CHEMBL222808
422647	7,8,3',4'-Tetrahydroxyflavone	CHEBI:CHEBI:125596|CHEMBL:CHEMBL222541|PUBCHEM:688798
422650	NSC-88915	CHEMBL:CHEMBL387152
422652	NSC-170645	CHEMBL:CHEMBL375750
422654	7,8,3'-Trihydroxyflavone	CHEMBL:CHEMBL225513
422657	NSC-26699	CHEMBL:CHEMBL221721
422658	NSC-326211	CHEMBL:CHEMBL222865
